sex,age,cause,country,2016,2017,2018,2019,2020,2021,2022,2023,percentage_2016,percentage_2017,percentage_2018,percentage_2019,percentage_2020,percentage_2021,percentage_2022,percentage_2023
Females,From 45 to 64 years,COVID-19,Luxembourg,0.0,0.0,0.0,0.0,5.0,9.0,7.0,0.0,0.0,0.0,0.0,0.0,0.11263798152737103,0.2074688796680498,0.1634368433341116,
Males,From 45 to 64 years,COVID-19,Luxembourg,0.0,0.0,0.0,0.0,23.0,40.0,13.0,0.0,0.0,0.0,0.0,0.0,0.5181347150259068,0.9220839096357769,0.30352556619192156,
Total,From 45 to 64 years,COVID-19,Luxembourg,0.0,0.0,0.0,0.0,28.0,49.0,20.0,0.0,0.0,0.0,0.0,0.0,0.6307726965532777,1.1295527893038266,0.4669624095260332,
Females,Less than 15 years,COVID-19,Luxembourg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Males,Less than 15 years,COVID-19,Luxembourg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Total,Less than 15 years,COVID-19,Luxembourg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Females,Total,COVID-19,Luxembourg,0.0,0.0,0.0,0.0,214.0,204.0,95.0,0.0,0.0,0.0,0.0,0.0,4.82090560937148,4.702627939142462,2.218071445248657,
Males,Total,COVID-19,Luxembourg,0.0,0.0,0.0,0.0,260.0,234.0,132.0,0.0,0.0,0.0,0.0,0.0,5.857175039423294,5.394190871369295,3.0819519028718187,
Total,Total,COVID-19,Luxembourg,0.0,0.0,0.0,0.0,474.0,438.0,227.0,0.0,0.0,0.0,0.0,0.0,10.678080648794772,10.096818810511756,5.300023348120477,
Females,65 years or over,Drug dependence,Luxembourg,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.023348120476301658,
Males,65 years or over,Drug dependence,Luxembourg,1.0,0.0,1.0,0.0,0.0,1.0,0.0,,0.025144581342720643,0.0,0.024342745861733205,0.0,0.0,0.02305209774089442,0.0,
Total,65 years or over,Drug dependence,Luxembourg,1.0,0.0,1.0,0.0,0.0,1.0,1.0,,0.025144581342720643,0.0,0.024342745861733205,0.0,0.0,0.02305209774089442,0.023348120476301658,
Females,From 15 to 29 years,Drug dependence,Luxembourg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Males,From 15 to 29 years,Drug dependence,Luxembourg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Total,From 15 to 29 years,Drug dependence,Luxembourg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Females,From 30 to 44 years,Drug dependence,Luxembourg,,,0.0,0.0,1.0,1.0,0.0,,,,0.0,0.0,0.022527596305474205,0.02305209774089442,0.0,
Males,From 30 to 44 years,Drug dependence,Luxembourg,,,0.0,2.0,0.0,0.0,2.0,,,,0.0,0.04854368932038835,0.0,0.0,0.046696240952603316,
Total,From 30 to 44 years,Drug dependence,Luxembourg,,,0.0,2.0,1.0,1.0,2.0,,,,0.0,0.04854368932038835,0.022527596305474205,0.02305209774089442,0.046696240952603316,
Females,From 45 to 64 years,Drug dependence,Luxembourg,,,0.0,0.0,0.0,1.0,0.0,,,,0.0,0.0,0.0,0.02305209774089442,0.0,
Males,From 45 to 64 years,Drug dependence,Luxembourg,,,0.0,3.0,1.0,0.0,1.0,,,,0.0,0.07281553398058252,0.022527596305474205,0.0,0.023348120476301658,
Total,From 45 to 64 years,Drug dependence,Luxembourg,,,0.0,3.0,1.0,1.0,1.0,,,,0.0,0.07281553398058252,0.022527596305474205,0.02305209774089442,0.023348120476301658,
Females,Less than 15 years,Drug dependence,Luxembourg,,0.0,0.0,,0.0,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,
Males,Less than 15 years,Drug dependence,Luxembourg,,0.0,0.0,,0.0,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,
Total,Less than 15 years,Drug dependence,Luxembourg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Females,Total,Drug dependence,Luxembourg,1.0,1.0,1.0,0.0,1.0,2.0,1.0,,0.025144581342720643,0.024172105390379502,0.024342745861733205,0.0,0.022527596305474205,0.04610419548178884,0.023348120476301658,
Males,Total,Drug dependence,Luxembourg,4.0,2.0,6.0,5.0,1.0,1.0,3.0,,0.10057832537088257,0.048344210780759005,0.1460564751703992,0.12135922330097086,0.022527596305474205,0.02305209774089442,0.07004436142890498,
Total,Total,Drug dependence,Luxembourg,5.0,3.0,7.0,5.0,2.0,3.0,4.0,,0.1257229067136032,0.0725163161711385,0.17039922103213243,0.12135922330097086,0.04505519261094841,0.06915629322268327,0.09339248190520663,
Females,65 years or over,Intentional self-harm,Luxembourg,3.0,2.0,5.0,3.0,2.0,2.0,4.0,,0.07543374402816193,0.048344210780759005,0.12171372930866603,0.07281553398058252,0.04505519261094841,0.04610419548178884,0.09339248190520663,
Males,65 years or over,Intentional self-harm,Luxembourg,9.0,6.0,8.0,11.0,12.0,8.0,9.0,,0.2263012320844858,0.145032632342277,0.19474196689386564,0.2669902912621359,0.27033115566569044,0.18441678192715535,0.2101330842867149,
Total,65 years or over,Intentional self-harm,Luxembourg,12.0,8.0,13.0,14.0,14.0,10.0,13.0,,0.3017349761126477,0.19337684312303602,0.31645569620253167,0.33980582524271846,0.31538634827663886,0.23052097740894423,0.30352556619192156,
Females,From 15 to 29 years,Intentional self-harm,Luxembourg,0.0,3.0,3.0,1.0,0.0,0.0,4.0,,0.0,0.0725163161711385,0.0730282375851996,0.024271844660194174,0.0,0.0,0.09339248190520663,
Males,From 15 to 29 years,Intentional self-harm,Luxembourg,2.0,6.0,3.0,9.0,8.0,3.0,7.0,,0.050289162685441285,0.145032632342277,0.0730282375851996,0.2184466019417476,0.18022077044379364,0.06915629322268327,0.1634368433341116,
Total,From 15 to 29 years,Intentional self-harm,Luxembourg,2.0,9.0,6.0,10.0,8.0,3.0,11.0,,0.050289162685441285,0.21754894851341552,0.1460564751703992,0.24271844660194172,0.18022077044379364,0.06915629322268327,0.25682932523931823,
Females,From 30 to 44 years,Intentional self-harm,Luxembourg,,,0.0,5.0,4.0,3.0,3.0,,,,0.0,0.12135922330097086,0.09011038522189682,0.06915629322268327,0.07004436142890498,
Males,From 30 to 44 years,Intentional self-harm,Luxembourg,,,0.0,14.0,8.0,9.0,8.0,,,,0.0,0.33980582524271846,0.18022077044379364,0.2074688796680498,0.18678496381041326,
Total,From 30 to 44 years,Intentional self-harm,Luxembourg,,,0.0,19.0,12.0,12.0,11.0,,,,0.0,0.4611650485436893,0.27033115566569044,0.2766251728907331,0.25682932523931823,
Females,From 45 to 64 years,Intentional self-harm,Luxembourg,,,0.0,12.0,8.0,4.0,4.0,,,,0.0,0.2912621359223301,0.18022077044379364,0.09220839096357768,0.09339248190520663,
Males,From 45 to 64 years,Intentional self-harm,Luxembourg,,,0.0,15.0,19.0,7.0,13.0,,,,0.0,0.3640776699029126,0.4280243298040099,0.16136468418626093,0.30352556619192156,
Total,From 45 to 64 years,Intentional self-harm,Luxembourg,,,0.0,27.0,27.0,11.0,17.0,,,,0.0,0.6553398058252428,0.6082451002478036,0.2535730751498386,0.3969180480971282,
Females,Less than 15 years,Intentional self-harm,Luxembourg,,0.0,0.0,,0.0,0.0,1.0,,,0.0,0.0,,0.0,0.0,0.023348120476301658,
Males,Less than 15 years,Intentional self-harm,Luxembourg,,0.0,0.0,,0.0,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,
Total,Less than 15 years,Intentional self-harm,Luxembourg,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.023348120476301658,
Females,Total,Intentional self-harm,Luxembourg,11.0,15.0,17.0,21.0,14.0,9.0,16.0,,0.2765903947699271,0.36258158085569253,0.41382667964946446,0.5097087378640777,0.31538634827663886,0.2074688796680498,0.3735699276208265,
Males,Total,Intentional self-harm,Luxembourg,34.0,41.0,34.0,49.0,47.0,27.0,37.0,,0.8549157656525018,0.9910563210055595,0.8276533592989289,1.1893203883495145,1.0587970263572877,0.6224066390041494,0.8638804576231612,
Total,Total,Intentional self-harm,Luxembourg,45.0,56.0,51.0,70.0,61.0,36.0,53.0,,1.131506160422429,1.353637901861252,1.2414800389483933,1.6990291262135921,1.3741833746339265,0.8298755186721992,1.237450385243988,
Females,65 years or over,Mental and behavioural disorders,Luxembourg,136.0,143.0,167.0,173.0,182.0,183.0,185.0,0.0,3.4196630626100073,3.456611070824269,4.065238558909446,4.199029126213592,4.100022527596305,4.218533886583679,4.319402288115807,
Males,65 years or over,Mental and behavioural disorders,Luxembourg,89.0,72.0,109.0,82.0,87.0,108.0,87.0,0.0,2.2378677395021374,1.7403915881073242,2.653359298928919,1.9902912621359223,1.959900878576256,2.4896265560165975,2.0312864814382445,
Total,65 years or over,Mental and behavioural disorders,Luxembourg,225.0,215.0,276.0,255.0,269.0,291.0,272.0,0.0,5.657530802112145,5.197002658931593,6.718597857838364,6.189320388349515,6.059923406172561,6.708160442600277,6.3506887695540515,
Females,From 15 to 29 years,Mental and behavioural disorders,Luxembourg,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.050289162685441285,0.0,0.0,0.0,0.0,0.0,0.0,
Males,From 15 to 29 years,Mental and behavioural disorders,Luxembourg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Total,From 15 to 29 years,Mental and behavioural disorders,Luxembourg,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.050289162685441285,0.0,0.0,0.0,0.0,0.0,0.0,
Females,From 30 to 44 years,Mental and behavioural disorders,Luxembourg,0.0,0.0,0.0,0.0,3.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.06758278891642261,0.02305209774089442,0.046696240952603316,
Males,From 30 to 44 years,Mental and behavioural disorders,Luxembourg,0.0,0.0,0.0,3.0,1.0,1.0,5.0,0.0,0.0,0.0,0.0,0.07281553398058252,0.022527596305474205,0.02305209774089442,0.1167406023815083,
Total,From 30 to 44 years,Mental and behavioural disorders,Luxembourg,0.0,0.0,0.0,3.0,4.0,2.0,7.0,0.0,0.0,0.0,0.0,0.07281553398058252,0.09011038522189682,0.04610419548178884,0.1634368433341116,
Females,From 45 to 64 years,Mental and behavioural disorders,Luxembourg,0.0,0.0,0.0,7.0,6.0,7.0,4.0,0.0,0.0,0.0,0.0,0.16990291262135923,0.13516557783284522,0.16136468418626093,0.09339248190520663,
Males,From 45 to 64 years,Mental and behavioural disorders,Luxembourg,0.0,0.0,0.0,9.0,12.0,17.0,15.0,0.0,0.0,0.0,0.0,0.2184466019417476,0.27033115566569044,0.39188566159520516,0.3502218071445249,
Total,From 45 to 64 years,Mental and behavioural disorders,Luxembourg,0.0,0.0,0.0,16.0,18.0,24.0,19.0,0.0,0.0,0.0,0.0,0.3883495145631068,0.40549673349853566,0.5532503457814661,0.44361428904973155,
Females,Less than 15 years,Mental and behavioural disorders,Luxembourg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Males,Less than 15 years,Mental and behavioural disorders,Luxembourg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Total,Less than 15 years,Mental and behavioural disorders,Luxembourg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Females,Total,Mental and behavioural disorders,Luxembourg,144.0,149.0,171.0,180.0,191.0,191.0,191.0,0.0,3.6208197133517728,3.601643703166546,4.162609542356377,4.368932038834951,4.302770894345573,4.402950668510835,4.4594910109736166,
Males,Total,Mental and behavioural disorders,Luxembourg,104.0,90.0,129.0,94.0,100.0,126.0,107.0,0.0,2.615036459642947,2.1754894851341553,3.140214216163583,2.2815533980582523,2.2527596305474207,2.904564315352697,2.4982488909642777,
Total,Total,Mental and behavioural disorders,Luxembourg,248.0,239.0,300.0,274.0,291.0,317.0,298.0,0.0,6.23585617299472,5.777133188300701,7.302823758519961,6.650485436893204,6.555530524892994,7.307514983863532,6.957739901937894,
Females,65 years or over,Total,Luxembourg,1699.0,1813.0,1794.0,1783.0,1943.0,1876.0,1901.0,,42.72064370128238,43.824027072758035,43.67088607594937,43.27669902912621,43.77111962153638,43.24573536191794,44.38477702544945,
Males,65 years or over,Total,Luxembourg,1532.0,1593.0,1592.0,1582.0,1762.0,1710.0,1649.0,,38.521498617048024,38.506163886874546,38.75365141187926,38.398058252427184,39.69362469024555,39.41908713692946,38.50105066542143,
Total,65 years or over,Total,Luxembourg,3231.0,3406.0,3386.0,3365.0,3705.0,3586.0,3550.0,,81.2421423183304,82.33019095963259,82.42453748782863,81.6747572815534,83.46474431178194,82.66482249884739,82.88582769087088,
Females,From 15 to 29 years,Total,Luxembourg,7.0,11.0,13.0,,12.0,11.0,11.0,,0.17601206939904449,0.26589315929417456,0.31645569620253167,,0.27033115566569044,0.2535730751498386,0.25682932523931823,
Males,From 15 to 29 years,Total,Luxembourg,23.0,21.0,19.0,,18.0,16.0,24.0,,0.5783253708825749,0.5076142131979695,0.4625121713729309,,0.40549673349853566,0.3688335638543107,0.5603548914312398,
Total,From 15 to 29 years,Total,Luxembourg,30.0,32.0,32.0,37.0,30.0,27.0,35.0,,0.7543374402816193,0.7735073724921441,0.7789678675754625,0.8980582524271844,0.6758278891642262,0.6224066390041494,0.8171842166705581,
Females,From 30 to 44 years,Total,Luxembourg,,,0.0,22.0,27.0,33.0,31.0,,,,0.0,0.5339805825242718,0.6082451002478036,0.7607192254495159,0.7237917347653513,
Males,From 30 to 44 years,Total,Luxembourg,,,0.0,50.0,60.0,54.0,42.0,,,,0.0,1.2135922330097086,1.3516557783284524,1.2448132780082988,0.9806210600046695,
Total,From 30 to 44 years,Total,Luxembourg,,,0.0,72.0,87.0,87.0,73.0,,,,0.0,1.7475728155339807,1.959900878576256,2.0055325034578146,1.704412794770021,
Females,From 45 to 64 years,Total,Luxembourg,,,0.0,220.0,191.0,200.0,180.0,,,,0.0,5.339805825242718,4.302770894345573,4.610419548178885,4.202661685734299,
Males,From 45 to 64 years,Total,Luxembourg,,,0.0,403.0,407.0,414.0,425.0,,,,0.0,9.781553398058254,9.168731696328,9.54356846473029,9.922951202428203,
Total,From 45 to 64 years,Total,Luxembourg,,,0.0,623.0,598.0,614.0,605.0,,,,0.0,15.12135922330097,13.471502590673575,14.153988012909174,14.125612888162504,
Females,Less than 15 years,Total,Luxembourg,,7.0,7.0,,8.0,12.0,6.0,,,0.1692047377326565,0.17039922103213243,,0.18022077044379364,0.2766251728907331,0.14008872285780996,
Males,Less than 15 years,Total,Luxembourg,,16.0,17.0,,11.0,12.0,14.0,,,0.38675368624607204,0.41382667964946446,,0.24780355936021625,0.2766251728907331,0.3268736866682232,
Total,Less than 15 years,Total,Luxembourg,31.0,23.0,24.0,23.0,19.0,24.0,20.0,,0.77948202162434,0.5559584239787285,0.5842259006815969,0.558252427184466,0.4280243298040099,0.5532503457814661,0.4669624095260332,
Females,Total,Total,Luxembourg,1951.0,2075.0,2043.0,2034.0,2181.0,2132.0,2129.0,,49.057078199647975,50.157118685037474,49.73222979552093,49.36893203883495,49.132687542239246,49.1470723835869,49.70814849404623,
Males,Total,Total,Luxembourg,2026.0,2062.0,2065.0,2086.0,2258.0,2206.0,2154.0,,50.942921800352025,49.84288131496253,50.26777020447907,50.631067961165044,50.86731245776076,50.85292761641309,50.291851505953765,
Total,Total,Total,Luxembourg,3977.0,4137.0,4108.0,4120.0,4439.0,4338.0,4283.0,,100.0,100.0,100.0,100.0,100.0,100.0,100.0,
Females,65 years or over,Use of alcohol,Luxembourg,2.0,5.0,6.0,1.0,5.0,3.0,4.0,,0.050289162685441285,0.1208605269518975,0.1460564751703992,0.024271844660194174,0.11263798152737103,0.06915629322268327,0.09339248190520663,
Males,65 years or over,Use of alcohol,Luxembourg,3.0,2.0,8.0,3.0,6.0,7.0,10.0,,0.07543374402816193,0.048344210780759005,0.19474196689386564,0.07281553398058252,0.13516557783284522,0.16136468418626093,0.2334812047630166,
Total,65 years or over,Use of alcohol,Luxembourg,5.0,7.0,14.0,4.0,11.0,10.0,14.0,,0.1257229067136032,0.1692047377326565,0.34079844206426485,0.0970873786407767,0.24780355936021625,0.23052097740894423,0.3268736866682232,
Females,From 15 to 29 years,Use of alcohol,Luxembourg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Males,From 15 to 29 years,Use of alcohol,Luxembourg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Total,From 15 to 29 years,Use of alcohol,Luxembourg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Females,From 30 to 44 years,Use of alcohol,Luxembourg,,,0.0,0.0,2.0,0.0,0.0,,,,0.0,0.0,0.04505519261094841,0.0,0.0,
Males,From 30 to 44 years,Use of alcohol,Luxembourg,,,0.0,1.0,1.0,1.0,1.0,,,,0.0,0.024271844660194174,0.022527596305474205,0.02305209774089442,0.023348120476301658,
Total,From 30 to 44 years,Use of alcohol,Luxembourg,,,0.0,1.0,3.0,1.0,1.0,,,,0.0,0.024271844660194174,0.06758278891642261,0.02305209774089442,0.023348120476301658,
Females,From 45 to 64 years,Use of alcohol,Luxembourg,,,0.0,5.0,2.0,1.0,4.0,,,,0.0,0.12135922330097086,0.04505519261094841,0.02305209774089442,0.09339248190520663,
Males,From 45 to 64 years,Use of alcohol,Luxembourg,,,0.0,4.0,5.0,8.0,6.0,,,,0.0,0.0970873786407767,0.11263798152737103,0.18441678192715535,0.14008872285780996,
Total,From 45 to 64 years,Use of alcohol,Luxembourg,,,0.0,9.0,7.0,9.0,10.0,,,,0.0,0.2184466019417476,0.15769317413831943,0.2074688796680498,0.2334812047630166,
Females,Less than 15 years,Use of alcohol,Luxembourg,,0.0,0.0,,0.0,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,
Males,Less than 15 years,Use of alcohol,Luxembourg,,0.0,0.0,,0.0,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,
Total,Less than 15 years,Use of alcohol,Luxembourg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Females,Total,Use of alcohol,Luxembourg,5.0,8.0,9.0,6.0,9.0,4.0,8.0,,0.1257229067136032,0.19337684312303602,0.21908471275559885,0.14563106796116504,0.20274836674926783,0.09220839096357768,0.18678496381041326,
Males,Total,Use of alcohol,Luxembourg,13.0,14.0,19.0,8.0,12.0,16.0,17.0,,0.3268795574553684,0.338409475465313,0.4625121713729309,0.1941747572815534,0.27033115566569044,0.3688335638543107,0.3969180480971282,
Total,Total,Use of alcohol,Luxembourg,18.0,22.0,28.0,14.0,21.0,20.0,25.0,,0.4526024641689716,0.5317863185883491,0.6815968841285297,0.33980582524271846,0.47307952241495826,0.46104195481788846,0.5837030119075415,
Females,65 years or over,COVID-19,Malta,0.0,0.0,0.0,0.0,62.0,71.0,89.0,0.0,0.0,0.0,0.0,0.0,1.5092502434274586,1.6961299569995223,2.0808978255786768,
Males,65 years or over,COVID-19,Malta,0.0,0.0,0.0,0.0,120.0,106.0,90.0,0.0,0.0,0.0,0.0,0.0,2.9211295034079843,2.532250358337315,2.104278700023381,
Total,65 years or over,COVID-19,Malta,0.0,0.0,0.0,0.0,182.0,177.0,179.0,0.0,0.0,0.0,0.0,0.0,4.430379746835443,4.228380315336837,4.185176525602057,
Females,From 15 to 29 years,COVID-19,Malta,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Males,From 15 to 29 years,COVID-19,Malta,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02338087444470423,
Total,From 15 to 29 years,COVID-19,Malta,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02338087444470423,
Females,From 30 to 44 years,COVID-19,Malta,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.023889154323936932,0.04676174888940846,
Males,From 30 to 44 years,COVID-19,Malta,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0716674629718108,0.02338087444470423,
Total,From 30 to 44 years,COVID-19,Malta,0.0,0.0,0.0,0.0,0.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09555661729574773,0.0701426233341127,
Females,From 45 to 64 years,COVID-19,Malta,0.0,0.0,0.0,0.0,0.0,6.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1433349259436216,0.16366612111292964,
Males,From 45 to 64 years,COVID-19,Malta,0.0,0.0,0.0,0.0,9.0,21.0,13.0,0.0,0.0,0.0,0.0,0.0,0.21908471275559885,0.5016722408026756,0.303951367781155,
Total,From 45 to 64 years,COVID-19,Malta,0.0,0.0,0.0,0.0,9.0,27.0,20.0,0.0,0.0,0.0,0.0,0.0,0.21908471275559885,0.6450071667462972,0.4676174888940846,
Females,Less than 15 years,COVID-19,Malta,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Males,Less than 15 years,COVID-19,Malta,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Total,Less than 15 years,COVID-19,Malta,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Females,Total,COVID-19,Malta,0.0,0.0,0.0,0.0,62.0,78.0,98.0,0.0,0.0,0.0,0.0,0.0,1.5092502434274586,1.8633540372670807,2.2913256955810146,
Males,Total,COVID-19,Malta,0.0,0.0,0.0,0.0,129.0,130.0,105.0,0.0,0.0,0.0,0.0,0.0,3.140214216163583,3.1055900621118013,2.454991816693944,
Total,Total,COVID-19,Malta,0.0,0.0,0.0,0.0,191.0,208.0,203.0,0.0,0.0,0.0,0.0,0.0,4.649464459591042,4.968944099378882,4.746317512274959,
Females,65 years or over,Drug dependence,Malta,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,
Males,65 years or over,Drug dependence,Malta,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Total,65 years or over,Drug dependence,Malta,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Females,From 15 to 29 years,Drug dependence,Malta,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,
Males,From 15 to 29 years,Drug dependence,Malta,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Total,From 15 to 29 years,Drug dependence,Malta,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Females,From 30 to 44 years,Drug dependence,Malta,,,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,
Males,From 30 to 44 years,Drug dependence,Malta,,,0.0,1.0,2.0,0.0,0.0,,,,0.0,0.026809651474530835,0.04868549172346641,0.0,0.0,
Total,From 30 to 44 years,Drug dependence,Malta,,,0.0,1.0,2.0,0.0,0.0,,,,0.0,0.026809651474530835,0.04868549172346641,0.0,0.0,
Females,From 45 to 64 years,Drug dependence,Malta,,,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,
Males,From 45 to 64 years,Drug dependence,Malta,,,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,
Total,From 45 to 64 years,Drug dependence,Malta,,,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,
Females,Less than 15 years,Drug dependence,Malta,,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,
Males,Less than 15 years,Drug dependence,Malta,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,
Total,Less than 15 years,Drug dependence,Malta,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Females,Total,Drug dependence,Malta,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,
Males,Total,Drug dependence,Malta,1.0,0.0,0.0,1.0,2.0,0.0,0.0,,0.02933411557641537,0.0,0.0,0.026809651474530835,0.04868549172346641,0.0,0.0,
Total,Total,Drug dependence,Malta,1.0,0.0,0.0,1.0,2.0,0.0,0.0,,0.02933411557641537,0.0,0.0,0.026809651474530835,0.04868549172346641,0.0,0.0,
Females,65 years or over,Intentional self-harm,Malta,0.0,1.0,0.0,1.0,1.0,0.0,0.0,,0.0,0.027563395810363836,0.0,0.026809651474530835,0.024342745861733205,0.0,0.0,
Males,65 years or over,Intentional self-harm,Malta,1.0,4.0,4.0,2.0,0.0,3.0,6.0,,0.02933411557641537,0.11025358324145534,0.10646792653713069,0.05361930294906167,0.0,0.0716674629718108,0.1402852466682254,
Total,65 years or over,Intentional self-harm,Malta,1.0,5.0,4.0,3.0,1.0,3.0,6.0,,0.02933411557641537,0.13781697905181917,0.10646792653713069,0.08042895442359249,0.024342745861733205,0.0716674629718108,0.1402852466682254,
Females,From 15 to 29 years,Intentional self-harm,Malta,0.0,2.0,1.0,0.0,0.0,1.0,3.0,,0.0,0.05512679162072767,0.026616981634282673,0.0,0.0,0.023889154323936932,0.0701426233341127,
Males,From 15 to 29 years,Intentional self-harm,Malta,3.0,3.0,7.0,5.0,2.0,6.0,5.0,,0.0880023467292461,0.08269018743109151,0.18631887143997872,0.13404825737265416,0.04868549172346641,0.1433349259436216,0.11690437222352115,
