sex,age,cause,country,2016,2017,2018,2019,2020,2021,2022,2023
Females,From 30 to 44 years,Use of alcohol,Liechtenstein,,,0.0,0.0,0.0,0.0,0.0,0.0
Males,From 30 to 44 years,Use of alcohol,Liechtenstein,,,0.0,0.0,0.0,0.0,0.0,1.0
Total,From 30 to 44 years,Use of alcohol,Liechtenstein,,,0.0,0.0,0.0,0.0,0.0,1.0
Females,From 45 to 64 years,Use of alcohol,Liechtenstein,,,0.0,0.0,0.0,1.0,0.0,0.0
Males,From 45 to 64 years,Use of alcohol,Liechtenstein,,,0.0,0.0,0.0,1.0,0.0,0.0
Total,From 45 to 64 years,Use of alcohol,Liechtenstein,,,0.0,0.0,0.0,2.0,0.0,0.0
Females,Less than 15 years,Use of alcohol,Liechtenstein,,,0.0,0.0,,0.0,0.0,0.0
Males,Less than 15 years,Use of alcohol,Liechtenstein,,,0.0,0.0,,0.0,0.0,0.0
Total,Less than 15 years,Use of alcohol,Liechtenstein,,,0.0,0.0,,0.0,0.0,0.0
Females,Total,Use of alcohol,Liechtenstein,,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Males,Total,Use of alcohol,Liechtenstein,,0.0,0.0,0.0,0.0,1.0,0.0,2.0
Total,Total,Use of alcohol,Liechtenstein,,0.0,0.0,0.0,0.0,2.0,0.0,2.0
Females,65 years or over,Drug dependence,Lithuania,0.0,0.0,0.0,0.0,0.0,1.0,0.0,
Males,65 years or over,Drug dependence,Lithuania,1.0,0.0,0.0,0.0,0.0,0.0,0.0,
Total,65 years or over,Drug dependence,Lithuania,1.0,0.0,0.0,0.0,0.0,1.0,0.0,
Females,From 15 to 29 years,Drug dependence,Lithuania,1.0,0.0,0.0,0.0,0.0,0.0,0.0,
Males,From 15 to 29 years,Drug dependence,Lithuania,0.0,0.0,0.0,0.0,0.0,1.0,0.0,
Total,From 15 to 29 years,Drug dependence,Lithuania,1.0,0.0,0.0,0.0,0.0,1.0,0.0,
Females,From 30 to 44 years,Drug dependence,Lithuania,,,0.0,0.0,1.0,0.0,1.0,
Males,From 30 to 44 years,Drug dependence,Lithuania,,,0.0,0.0,2.0,0.0,3.0,
Total,From 30 to 44 years,Drug dependence,Lithuania,,,0.0,0.0,3.0,0.0,4.0,
Females,From 45 to 64 years,Drug dependence,Lithuania,,,0.0,0.0,0.0,0.0,0.0,
Males,From 45 to 64 years,Drug dependence,Lithuania,,,0.0,0.0,0.0,1.0,2.0,
Total,From 45 to 64 years,Drug dependence,Lithuania,,,0.0,0.0,0.0,1.0,2.0,
Females,Less than 15 years,Drug dependence,Lithuania,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Males,Less than 15 years,Drug dependence,Lithuania,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Total,Less than 15 years,Drug dependence,Lithuania,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Females,Total,Drug dependence,Lithuania,1.0,3.0,0.0,0.0,1.0,1.0,1.0,
Males,Total,Drug dependence,Lithuania,2.0,1.0,0.0,0.0,2.0,2.0,5.0,
Total,Total,Drug dependence,Lithuania,3.0,4.0,0.0,0.0,3.0,3.0,6.0,
Females,65 years or over,Intentional self-harm,Lithuania,49.0,60.0,60.0,57.0,62.0,54.0,41.0,
Males,65 years or over,Intentional self-harm,Lithuania,141.0,126.0,144.0,134.0,124.0,123.0,132.0,
Total,65 years or over,Intentional self-harm,Lithuania,190.0,186.0,204.0,191.0,186.0,177.0,173.0,
Females,From 15 to 29 years,Intentional self-harm,Lithuania,8.0,15.0,11.0,11.0,9.0,9.0,10.0,
Males,From 15 to 29 years,Intentional self-harm,Lithuania,89.0,80.0,66.0,71.0,64.0,54.0,40.0,
Total,From 15 to 29 years,Intentional self-harm,Lithuania,97.0,95.0,77.0,82.0,73.0,63.0,50.0,
Females,From 30 to 44 years,Intentional self-harm,Lithuania,,,0.0,16.0,19.0,17.0,13.0,
Males,From 30 to 44 years,Intentional self-harm,Lithuania,,,0.0,120.0,105.0,80.0,94.0,
Total,From 30 to 44 years,Intentional self-harm,Lithuania,,,0.0,136.0,124.0,97.0,107.0,
Females,From 45 to 64 years,Intentional self-harm,Lithuania,,,0.0,38.0,42.0,47.0,36.0,
Males,From 45 to 64 years,Intentional self-harm,Lithuania,,,0.0,212.0,186.0,184.0,165.0,
Total,From 45 to 64 years,Intentional self-harm,Lithuania,,,0.0,250.0,228.0,231.0,201.0,
Females,Less than 15 years,Intentional self-harm,Lithuania,0.0,3.0,0.0,0.0,1.0,1.0,1.0,
Males,Less than 15 years,Intentional self-harm,Lithuania,4.0,1.0,0.0,2.0,1.0,0.0,1.0,
Total,Less than 15 years,Intentional self-harm,Lithuania,4.0,4.0,0.0,2.0,2.0,1.0,2.0,
Females,Total,Intentional self-harm,Lithuania,129.0,153.0,141.0,122.0,133.0,128.0,101.0,
Males,Total,Intentional self-harm,Lithuania,693.0,600.0,543.0,539.0,480.0,441.0,432.0,
Total,Total,Intentional self-harm,Lithuania,822.0,753.0,684.0,661.0,613.0,569.0,533.0,
Females,65 years or over,Mental and behavioural disorders,Lithuania,100.0,187.0,189.0,202.0,250.0,300.0,323.0,0.0
Males,65 years or over,Mental and behavioural disorders,Lithuania,42.0,75.0,67.0,74.0,114.0,109.0,126.0,0.0
Total,65 years or over,Mental and behavioural disorders,Lithuania,142.0,262.0,256.0,276.0,364.0,409.0,449.0,0.0
Females,From 15 to 29 years,Mental and behavioural disorders,Lithuania,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
Males,From 15 to 29 years,Mental and behavioural disorders,Lithuania,2.0,2.0,0.0,0.0,0.0,1.0,2.0,0.0
Total,From 15 to 29 years,Mental and behavioural disorders,Lithuania,3.0,2.0,0.0,2.0,0.0,1.0,2.0,0.0
Females,From 30 to 44 years,Mental and behavioural disorders,Lithuania,0.0,0.0,0.0,3.0,1.0,2.0,5.0,0.0
Males,From 30 to 44 years,Mental and behavioural disorders,Lithuania,0.0,0.0,0.0,8.0,5.0,2.0,9.0,0.0
Total,From 30 to 44 years,Mental and behavioural disorders,Lithuania,0.0,0.0,0.0,11.0,6.0,4.0,14.0,0.0
Females,From 45 to 64 years,Mental and behavioural disorders,Lithuania,0.0,0.0,0.0,4.0,17.0,19.0,6.0,0.0
Males,From 45 to 64 years,Mental and behavioural disorders,Lithuania,0.0,0.0,0.0,28.0,21.0,22.0,29.0,0.0
Total,From 45 to 64 years,Mental and behavioural disorders,Lithuania,0.0,0.0,0.0,32.0,38.0,41.0,35.0,0.0
Females,Less than 15 years,Mental and behavioural disorders,Lithuania,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Males,Less than 15 years,Mental and behavioural disorders,Lithuania,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Total,Less than 15 years,Mental and behavioural disorders,Lithuania,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Females,Total,Mental and behavioural disorders,Lithuania,108.0,196.0,199.0,211.0,268.0,321.0,334.0,0.0
Males,Total,Mental and behavioural disorders,Lithuania,60.0,96.0,85.0,110.0,140.0,134.0,166.0,0.0
Total,Total,Mental and behavioural disorders,Lithuania,168.0,292.0,284.0,321.0,408.0,455.0,500.0,0.0
Females,65 years or over,Total,Lithuania,17879.0,18159.0,17856.0,17199.0,19334.0,21542.0,19625.0,
Males,65 years or over,Total,Lithuania,12748.0,12676.0,12565.0,12126.0,14069.0,15298.0,13920.0,
Total,65 years or over,Total,Lithuania,30627.0,30835.0,30421.0,29325.0,33403.0,36840.0,33545.0,
Females,From 15 to 29 years,Total,Lithuania,76.0,86.0,84.0,73.0,68.0,72.0,73.0,
Males,From 15 to 29 years,Total,Lithuania,304.0,269.0,263.0,244.0,214.0,219.0,181.0,
Total,From 15 to 29 years,Total,Lithuania,380.0,355.0,347.0,317.0,282.0,291.0,254.0,
Females,From 30 to 44 years,Total,Lithuania,,,0.0,267.0,269.0,350.0,291.0,
Males,From 30 to 44 years,Total,Lithuania,,,0.0,822.0,917.0,981.0,877.0,
Total,From 30 to 44 years,Total,Lithuania,,,0.0,1089.0,1186.0,1332.0,1168.0,
Females,From 45 to 64 years,Total,Lithuania,,,0.0,2020.0,2346.0,2648.0,2275.0,
Males,From 45 to 64 years,Total,Lithuania,,,0.0,4936.0,5719.0,6023.0,5344.0,
Total,From 45 to 64 years,Total,Lithuania,,,0.0,6956.0,8065.0,8671.0,7619.0,
Females,Less than 15 years,Total,Lithuania,93.0,59.0,67.0,56.0,48.0,53.0,48.0,
Males,Less than 15 years,Total,Lithuania,104.0,90.0,87.0,84.0,72.0,77.0,57.0,
Total,Less than 15 years,Total,Lithuania,197.0,149.0,154.0,140.0,120.0,130.0,105.0,
Females,Total,Total,Lithuania,20611.0,20668.0,20376.0,19615.0,22065.0,24665.0,22312.0,
Males,Total,Total,Lithuania,20016.0,18986.0,18702.0,18212.0,20991.0,22598.0,20379.0,
Total,Total,Total,Lithuania,40627.0,39654.0,39078.0,37827.0,43056.0,47264.0,42691.0,
Females,65 years or over,Use of alcohol,Lithuania,1.0,0.0,0.0,0.0,0.0,0.0,1.0,
Males,65 years or over,Use of alcohol,Lithuania,6.0,4.0,6.0,6.0,6.0,4.0,4.0,
Total,65 years or over,Use of alcohol,Lithuania,7.0,4.0,6.0,6.0,6.0,4.0,5.0,
Females,From 15 to 29 years,Use of alcohol,Lithuania,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Males,From 15 to 29 years,Use of alcohol,Lithuania,2.0,0.0,0.0,0.0,0.0,0.0,0.0,
Total,From 15 to 29 years,Use of alcohol,Lithuania,2.0,0.0,0.0,0.0,0.0,0.0,0.0,
Females,From 30 to 44 years,Use of alcohol,Lithuania,,,0.0,1.0,0.0,0.0,0.0,
Males,From 30 to 44 years,Use of alcohol,Lithuania,,,0.0,4.0,1.0,2.0,4.0,
Total,From 30 to 44 years,Use of alcohol,Lithuania,,,0.0,5.0,1.0,2.0,4.0,
Females,From 45 to 64 years,Use of alcohol,Lithuania,,,0.0,1.0,4.0,4.0,1.0,
Males,From 45 to 64 years,Use of alcohol,Lithuania,,,0.0,11.0,8.0,11.0,7.0,
Total,From 45 to 64 years,Use of alcohol,Lithuania,,,0.0,12.0,12.0,15.0,8.0,
Females,Less than 15 years,Use of alcohol,Lithuania,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Males,Less than 15 years,Use of alcohol,Lithuania,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Total,Less than 15 years,Use of alcohol,Lithuania,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Females,Total,Use of alcohol,Lithuania,2.0,3.0,1.0,2.0,4.0,4.0,2.0,
Males,Total,Use of alcohol,Lithuania,23.0,15.0,13.0,21.0,15.0,17.0,15.0,
Total,Total,Use of alcohol,Lithuania,25.0,18.0,14.0,23.0,19.0,21.0,17.0,
Females,65 years or over,Drug dependence,Luxembourg,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
Males,65 years or over,Drug dependence,Luxembourg,1.0,0.0,1.0,0.0,0.0,1.0,0.0,
Total,65 years or over,Drug dependence,Luxembourg,1.0,0.0,1.0,0.0,0.0,1.0,1.0,
Females,From 15 to 29 years,Drug dependence,Luxembourg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Males,From 15 to 29 years,Drug dependence,Luxembourg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Total,From 15 to 29 years,Drug dependence,Luxembourg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Females,From 30 to 44 years,Drug dependence,Luxembourg,,,0.0,0.0,1.0,1.0,0.0,
Males,From 30 to 44 years,Drug dependence,Luxembourg,,,0.0,2.0,0.0,0.0,2.0,
Total,From 30 to 44 years,Drug dependence,Luxembourg,,,0.0,2.0,1.0,1.0,2.0,
Females,From 45 to 64 years,Drug dependence,Luxembourg,,,0.0,0.0,0.0,1.0,0.0,
Males,From 45 to 64 years,Drug dependence,Luxembourg,,,0.0,3.0,1.0,0.0,1.0,
Total,From 45 to 64 years,Drug dependence,Luxembourg,,,0.0,3.0,1.0,1.0,1.0,
Females,Less than 15 years,Drug dependence,Luxembourg,,0.0,0.0,,0.0,0.0,0.0,
Males,Less than 15 years,Drug dependence,Luxembourg,,0.0,0.0,,0.0,0.0,0.0,
Total,Less than 15 years,Drug dependence,Luxembourg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Females,Total,Drug dependence,Luxembourg,1.0,1.0,1.0,0.0,1.0,2.0,1.0,
Males,Total,Drug dependence,Luxembourg,4.0,2.0,6.0,5.0,1.0,1.0,3.0,
Total,Total,Drug dependence,Luxembourg,5.0,3.0,7.0,5.0,2.0,3.0,4.0,
Females,65 years or over,Intentional self-harm,Luxembourg,3.0,2.0,5.0,3.0,2.0,2.0,4.0,
Males,65 years or over,Intentional self-harm,Luxembourg,9.0,6.0,8.0,11.0,12.0,8.0,9.0,
Total,65 years or over,Intentional self-harm,Luxembourg,12.0,8.0,13.0,14.0,14.0,10.0,13.0,
Females,From 15 to 29 years,Intentional self-harm,Luxembourg,0.0,3.0,3.0,1.0,0.0,0.0,4.0,
Males,From 15 to 29 years,Intentional self-harm,Luxembourg,2.0,6.0,3.0,9.0,8.0,3.0,7.0,
Total,From 15 to 29 years,Intentional self-harm,Luxembourg,2.0,9.0,6.0,10.0,8.0,3.0,11.0,
Females,From 30 to 44 years,Intentional self-harm,Luxembourg,,,0.0,5.0,4.0,3.0,3.0,
Males,From 30 to 44 years,Intentional self-harm,Luxembourg,,,0.0,14.0,8.0,9.0,8.0,
Total,From 30 to 44 years,Intentional self-harm,Luxembourg,,,0.0,19.0,12.0,12.0,11.0,
Females,From 45 to 64 years,Intentional self-harm,Luxembourg,,,0.0,12.0,8.0,4.0,4.0,
Males,From 45 to 64 years,Intentional self-harm,Luxembourg,,,0.0,15.0,19.0,7.0,13.0,
Total,From 45 to 64 years,Intentional self-harm,Luxembourg,,,0.0,27.0,27.0,11.0,17.0,
Females,Less than 15 years,Intentional self-harm,Luxembourg,,0.0,0.0,,0.0,0.0,1.0,
Males,Less than 15 years,Intentional self-harm,Luxembourg,,0.0,0.0,,0.0,0.0,0.0,
Total,Less than 15 years,Intentional self-harm,Luxembourg,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
Females,Total,Intentional self-harm,Luxembourg,11.0,15.0,17.0,21.0,14.0,9.0,16.0,
Males,Total,Intentional self-harm,Luxembourg,34.0,41.0,34.0,49.0,47.0,27.0,37.0,
Total,Total,Intentional self-harm,Luxembourg,45.0,56.0,51.0,70.0,61.0,36.0,53.0,
Females,65 years or over,Mental and behavioural disorders,Luxembourg,136.0,143.0,167.0,173.0,182.0,183.0,185.0,0.0
Males,65 years or over,Mental and behavioural disorders,Luxembourg,89.0,72.0,109.0,82.0,87.0,108.0,87.0,0.0
Total,65 years or over,Mental and behavioural disorders,Luxembourg,225.0,215.0,276.0,255.0,269.0,291.0,272.0,0.0
Females,From 15 to 29 years,Mental and behavioural disorders,Luxembourg,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Males,From 15 to 29 years,Mental and behavioural disorders,Luxembourg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Total,From 15 to 29 years,Mental and behavioural disorders,Luxembourg,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Females,From 30 to 44 years,Mental and behavioural disorders,Luxembourg,0.0,0.0,0.0,0.0,3.0,1.0,2.0,0.0
Males,From 30 to 44 years,Mental and behavioural disorders,Luxembourg,0.0,0.0,0.0,3.0,1.0,1.0,5.0,0.0
Total,From 30 to 44 years,Mental and behavioural disorders,Luxembourg,0.0,0.0,0.0,3.0,4.0,2.0,7.0,0.0
Females,From 45 to 64 years,Mental and behavioural disorders,Luxembourg,0.0,0.0,0.0,7.0,6.0,7.0,4.0,0.0
Males,From 45 to 64 years,Mental and behavioural disorders,Luxembourg,0.0,0.0,0.0,9.0,12.0,17.0,15.0,0.0
Total,From 45 to 64 years,Mental and behavioural disorders,Luxembourg,0.0,0.0,0.0,16.0,18.0,24.0,19.0,0.0
Females,Less than 15 years,Mental and behavioural disorders,Luxembourg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Males,Less than 15 years,Mental and behavioural disorders,Luxembourg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Total,Less than 15 years,Mental and behavioural disorders,Luxembourg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Females,Total,Mental and behavioural disorders,Luxembourg,144.0,149.0,171.0,180.0,191.0,191.0,191.0,0.0
Males,Total,Mental and behavioural disorders,Luxembourg,104.0,90.0,129.0,94.0,100.0,126.0,107.0,0.0
Total,Total,Mental and behavioural disorders,Luxembourg,248.0,239.0,300.0,274.0,291.0,317.0,298.0,0.0
Females,65 years or over,Total,Luxembourg,1699.0,1813.0,1794.0,1783.0,1943.0,1876.0,1901.0,
Males,65 years or over,Total,Luxembourg,1532.0,1593.0,1592.0,1582.0,1762.0,1710.0,1649.0,
Total,65 years or over,Total,Luxembourg,3231.0,3406.0,3386.0,3365.0,3705.0,3586.0,3550.0,
Females,From 15 to 29 years,Total,Luxembourg,7.0,11.0,13.0,,12.0,11.0,11.0,
Males,From 15 to 29 years,Total,Luxembourg,23.0,21.0,19.0,,18.0,16.0,24.0,
Total,From 15 to 29 years,Total,Luxembourg,30.0,32.0,32.0,37.0,30.0,27.0,35.0,
Females,From 30 to 44 years,Total,Luxembourg,,,0.0,22.0,27.0,33.0,31.0,
Males,From 30 to 44 years,Total,Luxembourg,,,0.0,50.0,60.0,54.0,42.0,
Total,From 30 to 44 years,Total,Luxembourg,,,0.0,72.0,87.0,87.0,73.0,
Females,From 45 to 64 years,Total,Luxembourg,,,0.0,220.0,191.0,200.0,180.0,
Males,From 45 to 64 years,Total,Luxembourg,,,0.0,403.0,407.0,414.0,425.0,
Total,From 45 to 64 years,Total,Luxembourg,,,0.0,623.0,598.0,614.0,605.0,
Females,Less than 15 years,Total,Luxembourg,,7.0,7.0,,8.0,12.0,6.0,
Males,Less than 15 years,Total,Luxembourg,,16.0,17.0,,11.0,12.0,14.0,
Total,Less than 15 years,Total,Luxembourg,31.0,23.0,24.0,23.0,19.0,24.0,20.0,
Females,Total,Total,Luxembourg,1951.0,2075.0,2043.0,2034.0,2181.0,2132.0,2129.0,
Males,Total,Total,Luxembourg,2026.0,2062.0,2065.0,2086.0,2258.0,2206.0,2154.0,
Total,Total,Total,Luxembourg,3977.0,4137.0,4108.0,4120.0,4439.0,4338.0,4283.0,
Females,65 years or over,Use of alcohol,Luxembourg,2.0,5.0,6.0,1.0,5.0,3.0,4.0,
Males,65 years or over,Use of alcohol,Luxembourg,3.0,2.0,8.0,3.0,6.0,7.0,10.0,
Total,65 years or over,Use of alcohol,Luxembourg,5.0,7.0,14.0,4.0,11.0,10.0,14.0,
Females,From 15 to 29 years,Use of alcohol,Luxembourg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Males,From 15 to 29 years,Use of alcohol,Luxembourg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Total,From 15 to 29 years,Use of alcohol,Luxembourg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Females,From 30 to 44 years,Use of alcohol,Luxembourg,,,0.0,0.0,2.0,0.0,0.0,
Males,From 30 to 44 years,Use of alcohol,Luxembourg,,,0.0,1.0,1.0,1.0,1.0,
Total,From 30 to 44 years,Use of alcohol,Luxembourg,,,0.0,1.0,3.0,1.0,1.0,
Females,From 45 to 64 years,Use of alcohol,Luxembourg,,,0.0,5.0,2.0,1.0,4.0,
Males,From 45 to 64 years,Use of alcohol,Luxembourg,,,0.0,4.0,5.0,8.0,6.0,
Total,From 45 to 64 years,Use of alcohol,Luxembourg,,,0.0,9.0,7.0,9.0,10.0,
Females,Less than 15 years,Use of alcohol,Luxembourg,,0.0,0.0,,0.0,0.0,0.0,
Males,Less than 15 years,Use of alcohol,Luxembourg,,0.0,0.0,,0.0,0.0,0.0,
Total,Less than 15 years,Use of alcohol,Luxembourg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Females,Total,Use of alcohol,Luxembourg,5.0,8.0,9.0,6.0,9.0,4.0,8.0,
Males,Total,Use of alcohol,Luxembourg,13.0,14.0,19.0,8.0,12.0,16.0,17.0,
Total,Total,Use of alcohol,Luxembourg,18.0,22.0,28.0,14.0,21.0,20.0,25.0,
Females,65 years or over,Drug dependence,Malta,,0.0,0.0,0.0,0.0,0.0,0.0,
Males,65 years or over,Drug dependence,Malta,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Total,65 years or over,Drug dependence,Malta,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Females,From 15 to 29 years,Drug dependence,Malta,,0.0,0.0,0.0,0.0,0.0,0.0,
Males,From 15 to 29 years,Drug dependence,Malta,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Total,From 15 to 29 years,Drug dependence,Malta,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Females,From 30 to 44 years,Drug dependence,Malta,,,0.0,0.0,0.0,0.0,0.0,
Males,From 30 to 44 years,Drug dependence,Malta,,,0.0,1.0,2.0,0.0,0.0,
Total,From 30 to 44 years,Drug dependence,Malta,,,0.0,1.0,2.0,0.0,0.0,
Females,From 45 to 64 years,Drug dependence,Malta,,,0.0,0.0,0.0,0.0,0.0,
Males,From 45 to 64 years,Drug dependence,Malta,,,0.0,0.0,0.0,0.0,0.0,
Total,From 45 to 64 years,Drug dependence,Malta,,,0.0,0.0,0.0,0.0,0.0,
Females,Less than 15 years,Drug dependence,Malta,,0.0,0.0,0.0,0.0,0.0,,
Males,Less than 15 years,Drug dependence,Malta,0.0,0.0,0.0,0.0,0.0,0.0,,
Total,Less than 15 years,Drug dependence,Malta,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Females,Total,Drug dependence,Malta,,0.0,0.0,0.0,0.0,0.0,0.0,
Males,Total,Drug dependence,Malta,1.0,0.0,0.0,1.0,2.0,0.0,0.0,
Total,Total,Drug dependence,Malta,1.0,0.0,0.0,1.0,2.0,0.0,0.0,
Females,65 years or over,Intentional self-harm,Malta,0.0,1.0,0.0,1.0,1.0,0.0,0.0,
Males,65 years or over,Intentional self-harm,Malta,1.0,4.0,4.0,2.0,0.0,3.0,6.0,
Total,65 years or over,Intentional self-harm,Malta,1.0,5.0,4.0,3.0,1.0,3.0,6.0,
Females,From 15 to 29 years,Intentional self-harm,Malta,0.0,2.0,1.0,0.0,0.0,1.0,3.0,
Males,From 15 to 29 years,Intentional self-harm,Malta,3.0,3.0,7.0,5.0,2.0,6.0,5.0,
Total,From 15 to 29 years,Intentional self-harm,Malta,3.0,5.0,8.0,5.0,2.0,7.0,8.0,
Females,From 30 to 44 years,Intentional self-harm,Malta,,,0.0,0.0,3.0,4.0,1.0,
Males,From 30 to 44 years,Intentional self-harm,Malta,,,0.0,9.0,5.0,10.0,6.0,
Total,From 30 to 44 years,Intentional self-harm,Malta,,,0.0,9.0,8.0,14.0,7.0,
Females,From 45 to 64 years,Intentional self-harm,Malta,,,0.0,0.0,3.0,5.0,1.0,
Males,From 45 to 64 years,Intentional self-harm,Malta,,,0.0,5.0,7.0,7.0,8.0,
Total,From 45 to 64 years,Intentional self-harm,Malta,,,0.0,5.0,10.0,12.0,9.0,
Females,Less than 15 years,Intentional self-harm,Malta,0.0,0.0,0.0,0.0,0.0,0.0,,
Males,Less than 15 years,Intentional self-harm,Malta,0.0,0.0,0.0,0.0,0.0,1.0,,
Total,Less than 15 years,Intentional self-harm,Malta,0.0,0.0,0.0,0.0,0.0,1.0,0.0,
Females,Total,Intentional self-harm,Malta,5.0,5.0,4.0,1.0,7.0,10.0,5.0,
Males,Total,Intentional self-harm,Malta,21.0,21.0,21.0,21.0,14.0,27.0,25.0,
Total,Total,Intentional self-harm,Malta,26.0,26.0,25.0,22.0,21.0,37.0,30.0,
Females,65 years or over,Mental and behavioural disorders,Malta,100.0,125.0,163.0,156.0,214.0,227.0,211.0,0.0
Males,65 years or over,Mental and behavioural disorders,Malta,53.0,66.0,95.0,77.0,108.0,113.0,124.0,0.0
Total,65 years or over,Mental and behavioural disorders,Malta,153.0,191.0,258.0,233.0,322.0,340.0,335.0,0.0
Females,From 15 to 29 years,Mental and behavioural disorders,Malta,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Males,From 15 to 29 years,Mental and behavioural disorders,Malta,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Total,From 15 to 29 years,Mental and behavioural disorders,Malta,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Females,From 30 to 44 years,Mental and behavioural disorders,Malta,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Males,From 30 to 44 years,Mental and behavioural disorders,Malta,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0
Total,From 30 to 44 years,Mental and behavioural disorders,Malta,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0
Females,From 45 to 64 years,Mental and behavioural disorders,Malta,0.0,0.0,0.0,0.0,3.0,2.0,3.0,0.0
Males,From 45 to 64 years,Mental and behavioural disorders,Malta,0.0,0.0,0.0,3.0,2.0,1.0,4.0,0.0
Total,From 45 to 64 years,Mental and behavioural disorders,Malta,0.0,0.0,0.0,3.0,5.0,3.0,7.0,0.0
Females,Less than 15 years,Mental and behavioural disorders,Malta,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Males,Less than 15 years,Mental and behavioural disorders,Malta,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Total,Less than 15 years,Mental and behavioural disorders,Malta,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Females,Total,Mental and behavioural disorders,Malta,100.0,126.0,167.0,156.0,217.0,229.0,214.0,0.0
Males,Total,Mental and behavioural disorders,Malta,57.0,68.0,98.0,81.0,112.0,114.0,129.0,0.0
Total,Total,Mental and behavioural disorders,Malta,157.0,194.0,265.0,237.0,329.0,343.0,343.0,0.0
Females,65 years or over,Total,Malta,1500.0,1544.0,1594.0,1619.0,1759.0,1866.0,1846.0,
Males,65 years or over,Total,Malta,1307.0,1486.0,1530.0,1564.0,1733.0,1701.0,1807.0,
Total,65 years or over,Total,Malta,2807.0,3030.0,3124.0,3183.0,3492.0,3567.0,3653.0,
Females,From 15 to 29 years,Total,Malta,7.0,5.0,8.0,9.0,7.0,5.0,8.0,
Males,From 15 to 29 years,Total,Malta,23.0,28.0,26.0,20.0,22.0,18.0,32.0,
Total,From 15 to 29 years,Total,Malta,30.0,33.0,34.0,29.0,29.0,23.0,40.0,
Females,From 30 to 44 years,Total,Malta,,,0.0,26.0,27.0,28.0,21.0,
Males,From 30 to 44 years,Total,Malta,,,0.0,44.0,59.0,60.0,55.0,
Total,From 30 to 44 years,Total,Malta,,,0.0,70.0,86.0,88.0,76.0,
Females,From 45 to 64 years,Total,Malta,,,0.0,150.0,170.0,171.0,175.0,
Males,From 45 to 64 years,Total,Malta,,,0.0,257.0,308.0,313.0,306.0,
Total,From 45 to 64 years,Total,Malta,,,0.0,407.0,478.0,484.0,481.0,
Females,Less than 15 years,Total,Malta,13.0,12.0,14.0,23.0,10.0,14.0,,
Males,Less than 15 years,Total,Malta,21.0,20.0,19.0,18.0,13.0,10.0,,
Total,Less than 15 years,Total,Malta,34.0,32.0,33.0,41.0,23.0,24.0,27.0,
Females,Total,Total,Malta,1709.0,1762.0,1838.0,1827.0,1973.0,2084.0,2060.0,
Males,Total,Total,Malta,1700.0,1866.0,1919.0,1903.0,2135.0,2102.0,2217.0,
Total,Total,Total,Malta,3409.0,3628.0,3757.0,3730.0,4108.0,4186.0,4277.0,
Females,65 years or over,Use of alcohol,Malta,,0.0,1.0,0.0,0.0,0.0,0.0,
