age,sex,level,country,2016,2017,2018,2019,2020,2021,2022
From 40 to 44 years,Females,Bachelor's or equivalent level - professional,Liechtenstein,,,,0.0,0.0,0.0,0.0
From 40 to 44 years,Females,Bachelor's or equivalent level - professional,Lithuania,545.0,550.0,537.0,648.0,703.0,788.0,849.0
From 40 to 44 years,Females,Bachelor's or equivalent level - professional,Luxembourg,9.0,11.0,16.0,12.0,10.0,6.0,5.0
From 40 to 44 years,Females,Bachelor's or equivalent level - professional,Latvia,522.0,593.0,596.0,600.0,622.0,616.0,574.0
From 40 to 44 years,Females,Bachelor's or equivalent level - professional,Montenegro,,,22.0,21.0,19.0,26.0,
From 40 to 44 years,Females,Bachelor's or equivalent level - professional,North Macedonia,94.0,19.0,121.0,135.0,116.0,62.0,111.0
From 40 to 44 years,Females,Bachelor's or equivalent level - professional,Malta,,,,,,41.0,60.0
From 40 to 44 years,Females,Bachelor's or equivalent level - professional,Netherlands,,,,5244.0,5438.0,5800.0,5188.0
From 40 to 44 years,Females,Bachelor's or equivalent level - professional,Norway,,,,,,,
From 40 to 44 years,Females,Bachelor's or equivalent level - professional,Poland,,,,,4683.0,6890.0,8008.0
From 40 to 44 years,Females,Bachelor's or equivalent level - professional,Portugal,,,,,,,
From 40 to 44 years,Females,Bachelor's or equivalent level - professional,Romania,,,,,,,
From 40 to 44 years,Females,Bachelor's or equivalent level - professional,Serbia,651.0,571.0,563.0,579.0,451.0,507.0,615.0
From 40 to 44 years,Females,Bachelor's or equivalent level - professional,Sweden,,,,,,,
From 40 to 44 years,Females,Bachelor's or equivalent level - professional,Slovenia,288.0,285.0,303.0,323.0,334.0,397.0,391.0
From 40 to 44 years,Females,Bachelor's or equivalent level - professional,Slovakia,,,,,,,
From 40 to 44 years,Females,Bachelor's or equivalent level - professional,Turkey,,,,,,,
From 40 to 44 years,Females,Bachelor's or equivalent level - professional,United Kingdom,,,,,,,
From 40 to 44 years,Females,Master's or equivalent level,Albania,,,,,,,
From 40 to 44 years,Females,Master's or equivalent level,Austria,2730.0,2733.0,2751.0,2837.0,2916.0,3181.0,3470.0
From 40 to 44 years,Females,Master's or equivalent level,Bosnia and Herzegovina,,,217.0,223.0,273.0,327.0,324.0
From 40 to 44 years,Females,Master's or equivalent level,Belgium,769.0,816.0,819.0,867.0,947.0,1005.0,1115.0
From 40 to 44 years,Females,Master's or equivalent level,Bulgaria,2031.0,2117.0,2231.0,2420.0,2628.0,2984.0,3260.0
From 40 to 44 years,Females,Master's or equivalent level,Switzerland,1371.0,1390.0,1389.0,1447.0,1637.0,1766.0,1900.0
From 40 to 44 years,Females,Master's or equivalent level,Cyprus,763.0,876.0,862.0,903.0,1040.0,1307.0,1278.0
From 40 to 44 years,Females,Master's or equivalent level,Czechia,1843.0,1857.0,2397.0,2535.0,2312.0,2163.0,2438.0
From 40 to 44 years,Females,Master's or equivalent level,Germany,7017.0,7189.0,7629.0,8181.0,8937.0,10013.0,10946.0
From 40 to 44 years,Females,Master's or equivalent level,Denmark,1502.0,1448.0,1349.0,1212.0,1192.0,1268.0,1263.0
From 40 to 44 years,Females,Master's or equivalent level,Estonia,593.0,565.0,597.0,658.0,711.0,769.0,771.0
From 40 to 44 years,Females,Master's or equivalent level,Greece,3205.0,4830.0,4697.0,5238.0,5061.0,5879.0,6494.0
From 40 to 44 years,Females,Master's or equivalent level,Spain,6453.0,6522.0,6408.0,7090.0,7570.0,7932.0,9566.0
From 40 to 44 years,Females,Master's or equivalent level,European Union,70228.0,72929.0,78639.0,82261.0,84286.0,90687.0,103333.0
From 40 to 44 years,Females,Master's or equivalent level,Finland,2592.0,2876.0,3306.0,3610.0,3850.0,4159.0,4466.0
From 40 to 44 years,Females,Master's or equivalent level,France,8294.0,8457.0,10160.0,9721.0,9744.0,9580.0,10186.0
From 40 to 44 years,Females,Master's or equivalent level,Croatia,609.0,677.0,806.0,817.0,765.0,815.0,889.0
From 40 to 44 years,Females,Master's or equivalent level,Hungary,1492.0,1528.0,1718.0,1923.0,1860.0,1862.0,1986.0
From 40 to 44 years,Females,Master's or equivalent level,Ireland,1261.0,1386.0,1498.0,1788.0,1979.0,2290.0,2309.0
From 40 to 44 years,Females,Master's or equivalent level,Iceland,399.0,341.0,312.0,338.0,350.0,463.0,435.0
From 40 to 44 years,Females,Master's or equivalent level,Italy,9189.0,8716.0,9487.0,10128.0,10076.0,11566.0,11194.0
From 40 to 44 years,Females,Master's or equivalent level,Liechtenstein,0.0,0.0,0.0,0.0,0.0,1.0,1.0
From 40 to 44 years,Females,Master's or equivalent level,Lithuania,490.0,447.0,458.0,593.0,608.0,654.0,695.0
From 40 to 44 years,Females,Master's or equivalent level,Luxembourg,71.0,65.0,69.0,77.0,98.0,104.0,115.0
From 40 to 44 years,Females,Master's or equivalent level,Latvia,393.0,417.0,470.0,448.0,489.0,541.0,529.0
From 40 to 44 years,Females,Master's or equivalent level,Montenegro,,,15.0,13.0,35.0,43.0,
From 40 to 44 years,Females,Master's or equivalent level,North Macedonia,74.0,74.0,67.0,32.0,134.0,130.0,170.0
From 40 to 44 years,Females,Master's or equivalent level,Malta,87.0,144.0,146.0,160.0,155.0,206.0,204.0
From 40 to 44 years,Females,Master's or equivalent level,Netherlands,3718.0,3856.0,4200.0,3804.0,4540.0,4544.0,6894.0
From 40 to 44 years,Females,Master's or equivalent level,Norway,2203.0,2191.0,2344.0,2368.0,2480.0,3089.0,3609.0
From 40 to 44 years,Females,Master's or equivalent level,Poland,6571.0,6612.0,8252.0,8668.0,7852.0,8112.0,8821.0
From 40 to 44 years,Females,Master's or equivalent level,Portugal,1809.0,1859.0,1778.0,2103.0,2313.0,2429.0,2356.0
From 40 to 44 years,Females,Master's or equivalent level,Romania,,,,,,,4430.0
From 40 to 44 years,Females,Master's or equivalent level,Serbia,301.0,418.0,484.0,536.0,573.0,661.0,733.0
From 40 to 44 years,Females,Master's or equivalent level,Sweden,4926.0,5027.0,4977.0,4633.0,4835.0,5578.0,5822.0
From 40 to 44 years,Females,Master's or equivalent level,Slovenia,264.0,281.0,328.0,350.0,344.0,415.0,411.0
From 40 to 44 years,Females,Master's or equivalent level,Slovakia,1556.0,1628.0,1247.0,1498.0,1465.0,1331.0,1424.0
From 40 to 44 years,Females,Master's or equivalent level,Turkey,5683.0,6704.0,6072.0,6593.0,4820.0,6304.0,7467.0
From 40 to 44 years,Females,Master's or equivalent level,United Kingdom,17773.0,18426.0,18615.0,19464.0,,,
From 40 to 44 years,Females,Master's or equivalent level - academic,Albania,,,,,,,
From 40 to 44 years,Females,Master's or equivalent level - academic,Austria,,,,2837.0,2916.0,3181.0,3470.0
From 40 to 44 years,Females,Master's or equivalent level - academic,Bosnia and Herzegovina,,,,,,,
From 40 to 44 years,Females,Master's or equivalent level - academic,Belgium,769.0,816.0,819.0,867.0,947.0,1005.0,1115.0
From 40 to 44 years,Females,Master's or equivalent level - academic,Bulgaria,,,,,,,
From 40 to 44 years,Females,Master's or equivalent level - academic,Switzerland,1261.0,1290.0,1270.0,1336.0,1468.0,1563.0,1665.0
From 40 to 44 years,Females,Master's or equivalent level - academic,Cyprus,,,,,,,
From 40 to 44 years,Females,Master's or equivalent level - academic,Czechia,1843.0,1857.0,2397.0,2535.0,2312.0,2163.0,2438.0
From 40 to 44 years,Females,Master's or equivalent level - academic,Germany,7017.0,7189.0,7629.0,8181.0,8937.0,10013.0,10946.0
From 40 to 44 years,Females,Master's or equivalent level - academic,Denmark,938.0,819.0,772.0,720.0,710.0,781.0,754.0
From 40 to 44 years,Females,Master's or equivalent level - academic,Estonia,,,,,,,
From 40 to 44 years,Females,Master's or equivalent level - academic,Greece,2961.0,4471.0,4290.0,4882.0,5061.0,5879.0,6494.0
From 40 to 44 years,Females,Master's or equivalent level - academic,Spain,,,,,,,
From 40 to 44 years,Females,Master's or equivalent level - academic,Finland,,,,,,,
From 40 to 44 years,Females,Master's or equivalent level - academic,France,2469.0,2705.0,5546.0,87.0,53.0,47.0,46.0
From 40 to 44 years,Females,Master's or equivalent level - academic,Croatia,411.0,454.0,585.0,581.0,520.0,607.0,658.0
From 40 to 44 years,Females,Master's or equivalent level - academic,Hungary,,,,,,,
From 40 to 44 years,Females,Master's or equivalent level - academic,Ireland,,,,,,,
From 40 to 44 years,Females,Master's or equivalent level - academic,Iceland,,,,,,,
From 40 to 44 years,Females,Master's or equivalent level - academic,Italy,,,,,,,
From 40 to 44 years,Females,Master's or equivalent level - academic,Liechtenstein,0.0,,,0.0,0.0,1.0,1.0
From 40 to 44 years,Females,Master's or equivalent level - academic,Lithuania,482.0,443.0,455.0,591.0,601.0,646.0,684.0
From 40 to 44 years,Females,Master's or equivalent level - academic,Luxembourg,14.0,15.0,10.0,10.0,20.0,20.0,28.0
From 40 to 44 years,Females,Master's or equivalent level - academic,Latvia,70.0,95.0,98.0,108.0,135.0,178.0,179.0
From 40 to 44 years,Females,Master's or equivalent level - academic,Montenegro,,,12.0,10.0,30.0,38.0,
From 40 to 44 years,Females,Master's or equivalent level - academic,North Macedonia,62.0,62.0,59.0,23.0,119.0,99.0,131.0
From 40 to 44 years,Females,Master's or equivalent level - academic,Malta,,,,,,155.0,141.0
From 40 to 44 years,Females,Master's or equivalent level - academic,Netherlands,,,,3062.0,3849.0,3595.0,5627.0
From 40 to 44 years,Females,Master's or equivalent level - academic,Norway,2203.0,2191.0,2344.0,2368.0,2480.0,3089.0,3609.0
From 40 to 44 years,Females,Master's or equivalent level - academic,Poland,,,,,6338.0,3499.0,3497.0
From 40 to 44 years,Females,Master's or equivalent level - academic,Portugal,,,,,,,
From 40 to 44 years,Females,Master's or equivalent level - academic,Romania,,,,,,,
From 40 to 44 years,Females,Master's or equivalent level - academic,Serbia,301.0,418.0,484.0,502.0,446.0,457.0,483.0
From 40 to 44 years,Females,Master's or equivalent level - academic,Sweden,,,,,,,
From 40 to 44 years,Females,Master's or equivalent level - academic,Slovenia,0.0,,,,,,
From 40 to 44 years,Females,Master's or equivalent level - academic,Slovakia,,,,,,,
From 40 to 44 years,Females,Master's or equivalent level - academic,Turkey,,,,,,,
From 40 to 44 years,Females,Master's or equivalent level - academic,United Kingdom,17773.0,18426.0,18615.0,19464.0,,,
From 40 to 44 years,Females,Master's or equivalent level - professional,Albania,,,,,,,
From 40 to 44 years,Females,Master's or equivalent level - professional,Austria,,,,,,,
From 40 to 44 years,Females,Master's or equivalent level - professional,Bosnia and Herzegovina,,,,,,,
From 40 to 44 years,Females,Master's or equivalent level - professional,Belgium,,,,,,,
From 40 to 44 years,Females,Master's or equivalent level - professional,Bulgaria,,,,,,,
From 40 to 44 years,Females,Master's or equivalent level - professional,Switzerland,110.0,100.0,119.0,111.0,169.0,203.0,235.0
From 40 to 44 years,Females,Master's or equivalent level - professional,Cyprus,,,,,,,
From 40 to 44 years,Females,Master's or equivalent level - professional,Czechia,,,,,,,
From 40 to 44 years,Females,Master's or equivalent level - professional,Germany,,,,,,,0.0
From 40 to 44 years,Females,Master's or equivalent level - professional,Denmark,564.0,629.0,577.0,492.0,482.0,487.0,509.0
From 40 to 44 years,Females,Master's or equivalent level - professional,Estonia,,,,,,,
From 40 to 44 years,Females,Master's or equivalent level - professional,Greece,244.0,359.0,407.0,356.0,,,
From 40 to 44 years,Females,Master's or equivalent level - professional,Spain,,,,,,,
From 40 to 44 years,Females,Master's or equivalent level - professional,Finland,,,,,,,
From 40 to 44 years,Females,Master's or equivalent level - professional,France,5826.0,5752.0,4614.0,4238.0,4144.0,4252.0,4247.0
From 40 to 44 years,Females,Master's or equivalent level - professional,Croatia,198.0,223.0,221.0,236.0,245.0,208.0,231.0
From 40 to 44 years,Females,Master's or equivalent level - professional,Hungary,,,,,,,
From 40 to 44 years,Females,Master's or equivalent level - professional,Ireland,,,,,,,
From 40 to 44 years,Females,Master's or equivalent level - professional,Iceland,,,,,,,
From 40 to 44 years,Females,Master's or equivalent level - professional,Italy,,,,,,,
From 40 to 44 years,Females,Master's or equivalent level - professional,Liechtenstein,,0.0,0.0,0.0,0.0,0.0,0.0
From 40 to 44 years,Females,Master's or equivalent level - professional,Lithuania,8.0,4.0,3.0,2.0,7.0,8.0,11.0
From 40 to 44 years,Females,Master's or equivalent level - professional,Luxembourg,57.0,50.0,59.0,67.0,78.0,84.0,87.0
From 40 to 44 years,Females,Master's or equivalent level - professional,Latvia,323.0,322.0,372.0,340.0,354.0,363.0,350.0
From 40 to 44 years,Females,Master's or equivalent level - professional,Montenegro,,,3.0,3.0,5.0,5.0,
From 40 to 44 years,Females,Master's or equivalent level - professional,North Macedonia,12.0,12.0,8.0,9.0,15.0,31.0,39.0
From 40 to 44 years,Females,Master's or equivalent level - professional,Malta,,,,,,51.0,64.0
From 40 to 44 years,Females,Master's or equivalent level - professional,Netherlands,,,,742.0,691.0,949.0,1267.0
From 40 to 44 years,Females,Master's or equivalent level - professional,Norway,,,,,,,
From 40 to 44 years,Females,Master's or equivalent level - professional,Poland,,,,,1514.0,4613.0,5324.0
From 40 to 44 years,Females,Master's or equivalent level - professional,Portugal,,,,,,,
From 40 to 44 years,Females,Master's or equivalent level - professional,Romania,,,,,,,
From 40 to 44 years,Females,Master's or equivalent level - professional,Serbia,,,,34.0,127.0,204.0,250.0
From 40 to 44 years,Females,Master's or equivalent level - professional,Sweden,,,,,,,
From 40 to 44 years,Females,Master's or equivalent level - professional,Slovenia,0.0,,,,,,
From 40 to 44 years,Females,Master's or equivalent level - professional,Slovakia,,,,,,,
From 40 to 44 years,Females,Master's or equivalent level - professional,Turkey,,,,,,,
From 40 to 44 years,Females,Master's or equivalent level - professional,United Kingdom,,,,,,,
From 40 to 44 years,Females,Doctoral or equivalent level,Albania,,,,,,,
From 40 to 44 years,Females,Doctoral or equivalent level,Austria,910.0,860.0,606.0,588.0,585.0,619.0,669.0
From 40 to 44 years,Females,Doctoral or equivalent level,Bosnia and Herzegovina,,,54.0,56.0,74.0,73.0,92.0
From 40 to 44 years,Females,Doctoral or equivalent level,Belgium,311.0,326.0,321.0,329.0,395.0,431.0,464.0
From 40 to 44 years,Females,Doctoral or equivalent level,Bulgaria,409.0,415.0,434.0,433.0,447.0,460.0,456.0
From 40 to 44 years,Females,Doctoral or equivalent level,Switzerland,531.0,542.0,557.0,583.0,612.0,627.0,671.0
From 40 to 44 years,Females,Doctoral or equivalent level,Cyprus,50.0,58.0,76.0,79.0,90.0,105.0,106.0
From 40 to 44 years,Females,Doctoral or equivalent level,Czechia,568.0,549.0,557.0,553.0,552.0,586.0,564.0
From 40 to 44 years,Females,Doctoral or equivalent level,Germany,3000.0,3000.0,3100.0,3100.0,8570.0,9245.0,10727.0
From 40 to 44 years,Females,Doctoral or equivalent level,Denmark,390.0,382.0,396.0,373.0,341.0,318.0,309.0
From 40 to 44 years,Females,Doctoral or equivalent level,Estonia,122.0,117.0,103.0,115.0,116.0,103.0,95.0
From 40 to 44 years,Females,Doctoral or equivalent level,Greece,1562.0,1643.0,1816.0,1954.0,1932.0,2156.0,2089.0
From 40 to 44 years,Females,Doctoral or equivalent level,Spain,2427.0,3366.0,4328.0,4716.0,4788.0,4986.0,4970.0
From 40 to 44 years,Females,Doctoral or equivalent level,European Union,17459.0,18572.0,19720.0,20473.0,26119.0,27494.0,30037.0
From 40 to 44 years,Females,Doctoral or equivalent level,Finland,1241.0,1333.0,1346.0,1461.0,1471.0,1466.0,1505.0
From 40 to 44 years,Females,Doctoral or equivalent level,France,1196.0,1189.0,1272.0,1302.0,1300.0,1378.0,1456.0
From 40 to 44 years,Females,Doctoral or equivalent level,Croatia,185.0,177.0,183.0,180.0,208.0,210.0,234.0
From 40 to 44 years,Females,Doctoral or equivalent level,Hungary,185.0,220.0,243.0,277.0,331.0,339.0,363.0
From 40 to 44 years,Females,Doctoral or equivalent level,Ireland,346.0,334.0,352.0,375.0,349.0,387.0,428.0
From 40 to 44 years,Females,Doctoral or equivalent level,Iceland,35.0,41.0,47.0,45.0,41.0,36.0,37.0
From 40 to 44 years,Females,Doctoral or equivalent level,Italy,395.0,351.0,369.0,375.0,368.0,375.0,414.0
From 40 to 44 years,Females,Doctoral or equivalent level,Liechtenstein,5.0,2.0,2.0,2.0,5.0,3.0,6.0
From 40 to 44 years,Females,Doctoral or equivalent level,Lithuania,106.0,116.0,134.0,139.0,146.0,147.0,140.0
From 40 to 44 years,Females,Doctoral or equivalent level,Luxembourg,5.0,8.0,16.0,14.0,12.0,13.0,22.0
From 40 to 44 years,Females,Doctoral or equivalent level,Latvia,142.0,145.0,129.0,131.0,130.0,132.0,132.0
From 40 to 44 years,Females,Doctoral or equivalent level,Montenegro,,,0.0,1.0,3.0,5.0,
From 40 to 44 years,Females,Doctoral or equivalent level,North Macedonia,28.0,20.0,20.0,17.0,29.0,29.0,46.0
From 40 to 44 years,Females,Doctoral or equivalent level,Malta,6.0,14.0,54.0,50.0,47.0,46.0,40.0
From 40 to 44 years,Females,Doctoral or equivalent level,Netherlands,173.0,173.0,179.0,182.0,186.0,189.0,
From 40 to 44 years,Females,Doctoral or equivalent level,Norway,541.0,583.0,614.0,594.0,632.0,641.0,667.0
From 40 to 44 years,Females,Doctoral or equivalent level,Poland,948.0,945.0,958.0,954.0,813.0,706.0,555.0
From 40 to 44 years,Females,Doctoral or equivalent level,Portugal,1153.0,1200.0,1258.0,1322.0,1481.0,1580.0,1684.0
From 40 to 44 years,Females,Doctoral or equivalent level,Romania,,,,,,,1122.0
From 40 to 44 years,Females,Doctoral or equivalent level,Serbia,393.0,538.0,558.0,505.0,506.0,544.0,602.0
From 40 to 44 years,Females,Doctoral or equivalent level,Sweden,1105.0,1073.0,1005.0,976.0,967.0,1062.0,1146.0
From 40 to 44 years,Females,Doctoral or equivalent level,Slovenia,83.0,136.0,147.0,171.0,170.0,176.0,141.0
From 40 to 44 years,Females,Doctoral or equivalent level,Slovakia,441.0,442.0,339.0,325.0,325.0,279.0,206.0
From 40 to 44 years,Females,Doctoral or equivalent level,Turkey,2186.0,2533.0,2928.0,3586.0,4329.0,4980.0,5149.0
From 40 to 44 years,Females,Doctoral or equivalent level,United Kingdom,3470.0,3518.0,3317.0,3333.0,,,
