unit,sector,cofog99,country,2018,2019,2020,2021,2022
Percentage of gross domestic product (GDP),General government,Unemployment,Ireland,0.0,0.0,2.0,1.0,0.0
Percentage of gross domestic product (GDP),General government,Unemployment,Iceland,0.0,0.0,2.0,2.0,1.0
Percentage of gross domestic product (GDP),General government,Unemployment,Italy,1.0,1.0,2.0,1.0,1.0
Percentage of gross domestic product (GDP),General government,Unemployment,Lithuania,0.0,0.0,1.0,0.0,0.0
Percentage of gross domestic product (GDP),General government,Unemployment,Luxembourg,1.0,0.0,1.0,1.0,0.0
Percentage of gross domestic product (GDP),General government,Unemployment,Latvia,0.0,0.0,0.0,1.0,0.0
Percentage of gross domestic product (GDP),General government,Unemployment,Malta,0.0,0.0,0.0,0.0,0.0
Percentage of gross domestic product (GDP),General government,Unemployment,Netherlands,0.0,0.0,0.0,0.0,0.0
Percentage of gross domestic product (GDP),General government,Unemployment,Norway,0.0,0.0,1.0,0.0,0.0
Percentage of gross domestic product (GDP),General government,Unemployment,Poland,0.0,0.0,0.0,0.0,0.0
Percentage of gross domestic product (GDP),General government,Unemployment,Portugal,0.0,0.0,0.0,0.0,0.0
Percentage of gross domestic product (GDP),General government,Unemployment,Romania,0.0,0.0,0.0,0.0,0.0
Percentage of gross domestic product (GDP),General government,Unemployment,Sweden,1.0,1.0,1.0,1.0,1.0
Percentage of gross domestic product (GDP),General government,Unemployment,Slovenia,0.0,0.0,0.0,0.0,0.0
Percentage of gross domestic product (GDP),General government,Unemployment,Slovakia,0.0,0.0,0.0,0.0,0.0
Percentage of gross domestic product (GDP),General government,Housing,Austria,0.0,0.0,0.0,0.0,0.0
Percentage of gross domestic product (GDP),General government,Housing,Belgium,0.0,0.0,0.0,0.0,0.0
Percentage of gross domestic product (GDP),General government,Housing,Bulgaria,0.0,0.0,0.0,0.0,0.0
Percentage of gross domestic product (GDP),General government,Housing,Switzerland,0.0,0.0,0.0,0.0,0.0
Percentage of gross domestic product (GDP),General government,Housing,Cyprus,0.0,0.0,0.0,0.0,0.0
Percentage of gross domestic product (GDP),General government,Housing,Czechia,0.0,0.0,0.0,0.0,0.0
Percentage of gross domestic product (GDP),General government,Housing,Germany,0.0,0.0,0.0,0.0,0.0
Percentage of gross domestic product (GDP),General government,Housing,Denmark,0.0,0.0,0.0,0.0,0.0
Percentage of gross domestic product (GDP),General government,Housing,Euro area - 19 countries  (2015-2022),0.0,0.0,0.0,0.0,0.0
Percentage of gross domestic product (GDP),General government,Housing,Euro area – 20 countries (from 2023),0.0,0.0,0.0,0.0,0.0
Percentage of gross domestic product (GDP),General government,Housing,Estonia,0.0,0.0,0.0,0.0,0.0
Percentage of gross domestic product (GDP),General government,Housing,Greece,0.0,0.0,0.0,0.0,0.0
Percentage of gross domestic product (GDP),General government,Housing,Spain,0.0,0.0,0.0,0.0,0.0
Percentage of gross domestic product (GDP),General government,Housing,European Union - 27 countries (from 2020),0.0,0.0,0.0,0.0,0.0
Percentage of gross domestic product (GDP),General government,Housing,Finland,0.0,0.0,0.0,0.0,0.0
Percentage of gross domestic product (GDP),General government,Housing,France,0.0,0.0,0.0,0.0,0.0
Percentage of gross domestic product (GDP),General government,Housing,Croatia,0.0,0.0,0.0,0.0,0.0
Percentage of gross domestic product (GDP),General government,Housing,Hungary,0.0,0.0,0.0,0.0,0.0
Percentage of gross domestic product (GDP),General government,Housing,Ireland,0.0,0.0,0.0,0.0,0.0
Percentage of gross domestic product (GDP),General government,Housing,Iceland,0.0,0.0,0.0,0.0,0.0
Percentage of gross domestic product (GDP),General government,Housing,Italy,0.0,0.0,0.0,0.0,0.0
Percentage of gross domestic product (GDP),General government,Housing,Lithuania,0.0,0.0,0.0,0.0,0.0
Percentage of gross domestic product (GDP),General government,Housing,Luxembourg,0.0,0.0,0.0,0.0,0.0
Percentage of gross domestic product (GDP),General government,Housing,Latvia,0.0,0.0,0.0,0.0,0.0
Percentage of gross domestic product (GDP),General government,Housing,Malta,0.0,0.0,0.0,0.0,0.0
Percentage of gross domestic product (GDP),General government,Housing,Netherlands,0.0,0.0,0.0,0.0,0.0
Percentage of gross domestic product (GDP),General government,Housing,Norway,0.0,0.0,0.0,0.0,0.0
Percentage of gross domestic product (GDP),General government,Housing,Poland,0.0,0.0,0.0,0.0,0.0
Percentage of gross domestic product (GDP),General government,Housing,Portugal,0.0,0.0,0.0,0.0,0.0
Percentage of gross domestic product (GDP),General government,Housing,Romania,0.0,0.0,0.0,0.0,0.0
Percentage of gross domestic product (GDP),General government,Housing,Sweden,0.0,0.0,0.0,0.0,0.0
Percentage of gross domestic product (GDP),General government,Housing,Slovenia,0.0,0.0,0.0,0.0,0.0
Percentage of gross domestic product (GDP),General government,Housing,Slovakia,0.0,0.0,0.0,0.0,0.0
Percentage of gross domestic product (GDP),General government,Total,Austria,48.0,48.0,56.0,56.0,53.0
Percentage of gross domestic product (GDP),General government,Total,Belgium,52.0,51.0,58.0,54.0,53.0
Percentage of gross domestic product (GDP),General government,Total,Bulgaria,37.0,36.0,41.0,41.0,41.0
Percentage of gross domestic product (GDP),General government,Total,Switzerland,33.0,33.0,38.0,35.0,33.0
Percentage of gross domestic product (GDP),General government,Total,Cyprus,42.0,38.0,44.0,41.0,38.0
Percentage of gross domestic product (GDP),General government,Total,Czechia,40.0,41.0,47.0,46.0,44.0
Percentage of gross domestic product (GDP),General government,Total,Germany,44.0,45.0,50.0,50.0,49.0
Percentage of gross domestic product (GDP),General government,Total,Denmark,50.0,49.0,53.0,49.0,45.0
Percentage of gross domestic product (GDP),General government,Total,Euro area - 19 countries  (2015-2022),46.0,46.0,53.0,52.0,50.0
Percentage of gross domestic product (GDP),General government,Total,Euro area – 20 countries (from 2023),46.0,46.0,53.0,52.0,50.0
Percentage of gross domestic product (GDP),General government,Total,Estonia,39.0,39.0,44.0,41.0,39.0
Percentage of gross domestic product (GDP),General government,Total,Greece,48.0,48.0,60.0,57.0,52.0
Percentage of gross domestic product (GDP),General government,Total,Spain,41.0,42.0,51.0,50.0,47.0
Percentage of gross domestic product (GDP),General government,Total,European Union - 27 countries (from 2020),46.0,46.0,52.0,51.0,49.0
Percentage of gross domestic product (GDP),General government,Total,Finland,53.0,53.0,57.0,55.0,53.0
Percentage of gross domestic product (GDP),General government,Total,France,55.0,55.0,61.0,59.0,58.0
Percentage of gross domestic product (GDP),General government,Total,Croatia,45.0,46.0,54.0,48.0,44.0
Percentage of gross domestic product (GDP),General government,Total,Hungary,46.0,46.0,51.0,48.0,48.0
Percentage of gross domestic product (GDP),General government,Total,Ireland,25.0,24.0,27.0,24.0,21.0
Percentage of gross domestic product (GDP),General government,Total,Iceland,43.0,43.0,51.0,49.0,47.0
Percentage of gross domestic product (GDP),General government,Total,Italy,48.0,48.0,57.0,56.0,56.0
Percentage of gross domestic product (GDP),General government,Total,Lithuania,34.0,34.0,42.0,37.0,36.0
Percentage of gross domestic product (GDP),General government,Total,Luxembourg,42.0,43.0,47.0,42.0,43.0
Percentage of gross domestic product (GDP),General government,Total,Latvia,39.0,38.0,42.0,44.0,40.0
Percentage of gross domestic product (GDP),General government,Total,Malta,36.0,35.0,45.0,42.0,39.0
Percentage of gross domestic product (GDP),General government,Total,Netherlands,42.0,42.0,47.0,46.0,43.0
Percentage of gross domestic product (GDP),General government,Total,Norway,48.0,51.0,57.0,47.0,38.0
Percentage of gross domestic product (GDP),General government,Total,Poland,41.0,41.0,48.0,44.0,43.0
Percentage of gross domestic product (GDP),General government,Total,Portugal,43.0,42.0,49.0,47.0,44.0
Percentage of gross domestic product (GDP),General government,Total,Romania,34.0,36.0,41.0,40.0,40.0
Percentage of gross domestic product (GDP),General government,Total,Sweden,50.0,49.0,52.0,49.0,48.0
Percentage of gross domestic product (GDP),General government,Total,Slovenia,43.0,43.0,51.0,49.0,47.0
Percentage of gross domestic product (GDP),General government,Total,Slovakia,39.0,40.0,44.0,45.0,42.0
Percentage of gross domestic product (GDP),Central government,Housing and community amenities,Austria,0.0,0.0,0.0,0.0,0.0
Percentage of gross domestic product (GDP),Central government,Housing and community amenities,Belgium,0.0,0.0,0.0,0.0,0.0
Percentage of gross domestic product (GDP),Central government,Housing and community amenities,Bulgaria,0.0,0.0,0.0,0.0,0.0
Percentage of gross domestic product (GDP),Central government,Housing and community amenities,Switzerland,0.0,0.0,0.0,0.0,0.0
Percentage of gross domestic product (GDP),Central government,Housing and community amenities,Cyprus,1.0,1.0,1.0,1.0,1.0
Percentage of gross domestic product (GDP),Central government,Housing and community amenities,Czechia,0.0,0.0,0.0,0.0,0.0
Percentage of gross domestic product (GDP),Central government,Housing and community amenities,Germany,0.0,0.0,0.0,0.0,0.0
Percentage of gross domestic product (GDP),Central government,Housing and community amenities,Denmark,0.0,0.0,0.0,0.0,0.0
Percentage of gross domestic product (GDP),Central government,Housing and community amenities,Euro area - 19 countries  (2015-2022),0.0,0.0,0.0,0.0,0.0
Percentage of gross domestic product (GDP),Central government,Housing and community amenities,Euro area – 20 countries (from 2023),0.0,0.0,0.0,0.0,0.0
Percentage of gross domestic product (GDP),Central government,Housing and community amenities,Estonia,0.0,0.0,0.0,0.0,0.0
Percentage of gross domestic product (GDP),Central government,Housing and community amenities,Greece,0.0,0.0,0.0,0.0,0.0
Percentage of gross domestic product (GDP),Central government,Housing and community amenities,Spain,0.0,0.0,0.0,0.0,0.0
Percentage of gross domestic product (GDP),Central government,Housing and community amenities,European Union - 27 countries (from 2020),0.0,0.0,0.0,0.0,0.0
Percentage of gross domestic product (GDP),Central government,Housing and community amenities,Finland,0.0,0.0,0.0,0.0,0.0
Percentage of gross domestic product (GDP),Central government,Housing and community amenities,France,0.0,0.0,0.0,0.0,0.0
Percentage of gross domestic product (GDP),Central government,Housing and community amenities,Croatia,0.0,0.0,0.0,1.0,1.0
Percentage of gross domestic product (GDP),Central government,Housing and community amenities,Hungary,0.0,0.0,0.0,0.0,0.0
Percentage of gross domestic product (GDP),Central government,Housing and community amenities,Ireland,0.0,0.0,0.0,0.0,0.0
Percentage of gross domestic product (GDP),Central government,Housing and community amenities,Iceland,0.0,0.0,0.0,0.0,0.0
Percentage of gross domestic product (GDP),Central government,Housing and community amenities,Italy,0.0,0.0,0.0,2.0,3.0
Percentage of gross domestic product (GDP),Central government,Housing and community amenities,Lithuania,0.0,0.0,0.0,0.0,0.0
Percentage of gross domestic product (GDP),Central government,Housing and community amenities,Luxembourg,0.0,0.0,0.0,0.0,0.0
Percentage of gross domestic product (GDP),Central government,Housing and community amenities,Latvia,0.0,0.0,0.0,0.0,0.0
Percentage of gross domestic product (GDP),Central government,Housing and community amenities,Malta,0.0,0.0,0.0,0.0,0.0
Percentage of gross domestic product (GDP),Central government,Housing and community amenities,Netherlands,0.0,0.0,0.0,0.0,0.0
Percentage of gross domestic product (GDP),Central government,Housing and community amenities,Norway,0.0,0.0,0.0,0.0,0.0
Percentage of gross domestic product (GDP),Central government,Housing and community amenities,Poland,0.0,0.0,0.0,0.0,0.0
Percentage of gross domestic product (GDP),Central government,Housing and community amenities,Portugal,0.0,0.0,0.0,0.0,0.0
Percentage of gross domestic product (GDP),Central government,Housing and community amenities,Romania,0.0,0.0,0.0,0.0,0.0
Percentage of gross domestic product (GDP),Central government,Housing and community amenities,Sweden,0.0,0.0,0.0,0.0,0.0
Percentage of gross domestic product (GDP),Central government,Housing and community amenities,Slovenia,0.0,0.0,0.0,0.0,0.0
Percentage of gross domestic product (GDP),Central government,Housing and community amenities,Slovakia,0.0,0.0,0.0,0.0,0.0
Percentage of gross domestic product (GDP),Central government,Community development,Belgium,0.0,0.0,0.0,0.0,0.0
Percentage of gross domestic product (GDP),Central government,Community development,Bulgaria,0.0,0.0,0.0,0.0,0.0
Percentage of gross domestic product (GDP),Central government,Community development,Switzerland,0.0,0.0,0.0,0.0,0.0
Percentage of gross domestic product (GDP),Central government,Community development,Cyprus,1.0,1.0,1.0,1.0,1.0
Percentage of gross domestic product (GDP),Central government,Community development,Czechia,0.0,0.0,0.0,0.0,0.0
Percentage of gross domestic product (GDP),Central government,Community development,Denmark,0.0,0.0,0.0,0.0,0.0
Percentage of gross domestic product (GDP),Central government,Community development,Estonia,0.0,0.0,0.0,0.0,0.0
Percentage of gross domestic product (GDP),Central government,Community development,Greece,0.0,0.0,0.0,0.0,0.0
Percentage of gross domestic product (GDP),Central government,Community development,Spain,0.0,0.0,0.0,0.0,0.0
Percentage of gross domestic product (GDP),Central government,Community development,Finland,0.0,0.0,0.0,0.0,0.0
Percentage of gross domestic product (GDP),Central government,Community development,France,0.0,0.0,0.0,0.0,0.0
Percentage of gross domestic product (GDP),Central government,Community development,Croatia,0.0,0.0,0.0,0.0,0.0
Percentage of gross domestic product (GDP),Central government,Community development,Hungary,0.0,0.0,0.0,0.0,0.0
Percentage of gross domestic product (GDP),Central government,Community development,Ireland,0.0,0.0,0.0,0.0,0.0
