,coicop,country,year,month,value
5298162,Transport,Latvia,2021,12,14.4
5298163,Transport,Montenegro,2021,12,8.2 d
5298164,Transport,North Macedonia,2021,12,12.7 d
5298165,Transport,Malta,2021,12,2.1
5298166,Transport,Netherlands,2021,12,12.3
5298167,Transport,Norway,2021,12,5.2
5298168,Transport,Poland,2021,12,17.8
5298169,Transport,Portugal,2021,12,6.6
5298170,Transport,Romania,2021,12,11.2
5298171,Transport,Serbia,2021,12,13.1 d
5298172,Transport,Sweden,2021,12,6.3
5298173,Transport,Slovenia,2021,12,14.4
5298174,Transport,Slovakia,2021,12,13.0
5298686,Fuels and lubricants for personal transport equipment,Albania,2021,12,20.3 d
5298687,Fuels and lubricants for personal transport equipment,Austria,2021,12,32.5
5298688,Fuels and lubricants for personal transport equipment,Belgium,2021,12,22.8
5298689,Fuels and lubricants for personal transport equipment,Bulgaria,2021,12,38.2
5298690,Fuels and lubricants for personal transport equipment,Switzerland,2021,12,25.4
5298691,Fuels and lubricants for personal transport equipment,Cyprus,2021,12,25.8
5298693,Fuels and lubricants for personal transport equipment,Germany,2021,12,33.5
5298694,Fuels and lubricants for personal transport equipment,Denmark,2021,12,22.9
5298698,Fuels and lubricants for personal transport equipment,Estonia,2021,12,26.8
5298700,Fuels and lubricants for personal transport equipment,Greece,2021,12,21.6
5298701,Fuels and lubricants for personal transport equipment,Spain,2021,12,23.8
5298705,Fuels and lubricants for personal transport equipment,Finland,2021,12,26.6
5298706,Fuels and lubricants for personal transport equipment,France,2021,12,19.9
5298707,Fuels and lubricants for personal transport equipment,Croatia,2021,12,22.4
5298708,Fuels and lubricants for personal transport equipment,Hungary,2021,12,25.9
5298709,Fuels and lubricants for personal transport equipment,Ireland,2021,12,33.7
5298710,Fuels and lubricants for personal transport equipment,Iceland,2021,12,21.1
5298711,Fuels and lubricants for personal transport equipment,Italy,2021,12,22.6
5298712,Fuels and lubricants for personal transport equipment,Lithuania,2021,12,35.0
5298713,Fuels and lubricants for personal transport equipment,Luxembourg,2021,12,35.4
5298714,Fuels and lubricants for personal transport equipment,Latvia,2021,12,30.3
5298715,Fuels and lubricants for personal transport equipment,Montenegro,2021,12,22.7 d
5298716,Fuels and lubricants for personal transport equipment,North Macedonia,2021,12,22.7 d
5298717,Fuels and lubricants for personal transport equipment,Malta,2021,12,0.0
5298718,Fuels and lubricants for personal transport equipment,Netherlands,2021,12,27.8
5298719,Fuels and lubricants for personal transport equipment,Norway,2021,12,21.9
5298720,Fuels and lubricants for personal transport equipment,Poland,2021,12,32.8
5298721,Fuels and lubricants for personal transport equipment,Portugal,2021,12,18.9
5298722,Fuels and lubricants for personal transport equipment,Romania,2021,12,25.0
5298723,Fuels and lubricants for personal transport equipment,Serbia,2021,12,22.8 d
5298724,Fuels and lubricants for personal transport equipment,Sweden,2021,12,27.5
5298725,Fuels and lubricants for personal transport equipment,Slovenia,2021,12,33.0
5298726,Fuels and lubricants for personal transport equipment,Slovakia,2021,12,25.2
5299669,Communications,Albania,2021,12,3.1 d
5299670,Communications,Austria,2021,12,-1.8
5299671,Communications,Belgium,2021,12,0.5
5299672,Communications,Bulgaria,2021,12,-5.3
5299673,Communications,Switzerland,2021,12,0.1
5299674,Communications,Cyprus,2021,12,0.1
5299676,Communications,Germany,2021,12,1.9
5299677,Communications,Denmark,2021,12,-1.1
5299681,Communications,Estonia,2021,12,-3.6
5299683,Communications,Greece,2021,12,-2.5
5299684,Communications,Spain,2021,12,-0.3
5299688,Communications,Finland,2021,12,4.3
5299689,Communications,France,2021,12,2.3
5299690,Communications,Croatia,2021,12,2.1
5299691,Communications,Hungary,2021,12,-0.7
5299692,Communications,Ireland,2021,12,2.7
5299693,Communications,Iceland,2021,12,-3.7
5299694,Communications,Italy,2021,12,-2.5
5299695,Communications,Lithuania,2021,12,3.3
5299696,Communications,Luxembourg,2021,12,-2.2
5299697,Communications,Latvia,2021,12,1.5
5299698,Communications,Montenegro,2021,12,-0.2 d
5299699,Communications,North Macedonia,2021,12,-0.6 d
5299700,Communications,Malta,2021,12,-1.8
5299701,Communications,Netherlands,2021,12,-0.5
5299702,Communications,Norway,2021,12,0.4
5299703,Communications,Poland,2021,12,5.4
5299704,Communications,Portugal,2021,12,0.9
5299705,Communications,Romania,2021,12,1.9
5299706,Communications,Serbia,2021,12,0.5 d
5299707,Communications,Sweden,2021,12,-1.3
5299708,Communications,Slovenia,2021,12,-4.7
5299709,Communications,Slovakia,2021,12,6.4
5303003,Education,Albania,2021,12,0.1 d
5303004,Education,Austria,2021,12,1.8
5303005,Education,Belgium,2021,12,1.0
5303006,Education,Bulgaria,2021,12,4.8
5303007,Education,Switzerland,2021,12,0.7
5303008,Education,Cyprus,2021,12,0.6
5303010,Education,Germany,2021,12,1.5
5303011,Education,Denmark,2021,12,2.1
5303015,Education,Estonia,2021,12,2.7
5303017,Education,Greece,2021,12,0.9
5303018,Education,Spain,2021,12,1.2
5303022,Education,Finland,2021,12,0.3
5303023,Education,France,2021,12,2.3
5303024,Education,Croatia,2021,12,0.5
5303025,Education,Hungary,2021,12,4.7
5303026,Education,Ireland,2021,12,0.2
5303027,Education,Iceland,2021,12,2.0
5303028,Education,Italy,2021,12,-0.4
5303029,Education,Lithuania,2021,12,6.9
5303030,Education,Luxembourg,2021,12,0.9
5303031,Education,Latvia,2021,12,1.8
5303032,Education,Montenegro,2021,12,-0.1 d
5303033,Education,North Macedonia,2021,12,-0.4 d
5303034,Education,Malta,2021,12,0.9
5303035,Education,Netherlands,2021,12,-45.1
5303036,Education,Norway,2021,12,1.7
5303037,Education,Poland,2021,12,4.2
5303038,Education,Portugal,2021,12,1.2
5303039,Education,Romania,2021,12,4.5
5303040,Education,Serbia,2021,12,1.0 d
5303041,Education,Sweden,2021,12,1.7
5303042,Education,Slovenia,2021,12,0.6
5303043,Education,Slovakia,2021,12,5.3
5303274,Restaurants and hotels,Albania,2021,12,2.7 d
5303275,Restaurants and hotels,Austria,2021,12,4.0 u
5303276,Restaurants and hotels,Belgium,2021,12,4.0 u
5303277,Restaurants and hotels,Bulgaria,2021,12,6.3
5303278,Restaurants and hotels,Switzerland,2021,12,1.6
5303279,Restaurants and hotels,Cyprus,2021,12,3.3
5303281,Restaurants and hotels,Germany,2021,12,4.0 u
5303282,Restaurants and hotels,Denmark,2021,12,3.7
5303286,Restaurants and hotels,Estonia,2021,12,6.1
5303288,Restaurants and hotels,Greece,2021,12,1.7
5303289,Restaurants and hotels,Spain,2021,12,4.0
5303293,Restaurants and hotels,Finland,2021,12,2.9
5303294,Restaurants and hotels,France,2021,12,2.3 u
5303295,Restaurants and hotels,Croatia,2021,12,4.7 u
5303296,Restaurants and hotels,Hungary,2021,12,8.3
5303297,Restaurants and hotels,Ireland,2021,12,2.6
5303298,Restaurants and hotels,Iceland,2021,12,5.3
5303299,Restaurants and hotels,Italy,2021,12,3.6
5303300,Restaurants and hotels,Lithuania,2021,12,8.5
5303301,Restaurants and hotels,Luxembourg,2021,12,3.4 u
5303302,Restaurants and hotels,Latvia,2021,12,5.3
5303303,Restaurants and hotels,Montenegro,2021,12,4.7 d
5303304,Restaurants and hotels,North Macedonia,2021,12,5.5 d
5303305,Restaurants and hotels,Malta,2021,12,3.6
5303306,Restaurants and hotels,Netherlands,2021,12,2.3
5303307,Restaurants and hotels,Norway,2021,12,5.6
5303308,Restaurants and hotels,Poland,2021,12,8.6 u
5303309,Restaurants and hotels,Portugal,2021,12,3.6
5303310,Restaurants and hotels,Romania,2021,12,4.1
5303311,Restaurants and hotels,Serbia,2021,12,5.7 d
5303312,Restaurants and hotels,Sweden,2021,12,4.6
5303313,Restaurants and hotels,Slovenia,2021,12,5.6 u
5303314,Restaurants and hotels,Slovakia,2021,12,13.2
5303531,Accommodation services,Albania,2021,12,2.7 d
5303532,Accommodation services,Austria,2021,12,3.6 u
5303533,Accommodation services,Belgium,2021,12,9.5 u
5303534,Accommodation services,Bulgaria,2021,12,4.9
5303535,Accommodation services,Switzerland,2021,12,5.5
5303536,Accommodation services,Cyprus,2021,12,8.4 u
5303538,Accommodation services,Germany,2021,12,3.9 u
5303539,Accommodation services,Denmark,2021,12,3.0
5303543,Accommodation services,Estonia,2021,12,11.5
5303545,Accommodation services,Greece,2021,12,7.3
5303546,Accommodation services,Spain,2021,12,19.3
5303550,Accommodation services,Finland,2021,12,13.0
5303551,Accommodation services,France,2021,12,4.4
5303552,Accommodation services,Croatia,2021,12,5.6
5303553,Accommodation services,Hungary,2021,12,4.7 u
5303554,Accommodation services,Ireland,2021,12,13.8
5303555,Accommodation services,Iceland,2021,12,7.3
5303556,Accommodation services,Italy,2021,12,6.9 u
5303557,Accommodation services,Lithuania,2021,12,9.9
5303558,Accommodation services,Luxembourg,2021,12,4.8
5303559,Accommodation services,Latvia,2021,12,12.6
5303560,Accommodation services,Montenegro,2021,12,11.0 d
5303561,Accommodation services,North Macedonia,2021,12,5.1 du
5303562,Accommodation services,Malta,2021,12,1.9
5303563,Accommodation services,Netherlands,2021,12,-3.2
5303564,Accommodation services,Norway,2021,12,14.8
5303565,Accommodation services,Poland,2021,12,11.0 u
5303566,Accommodation services,Portugal,2021,12,7.5
5303567,Accommodation services,Romania,2021,12,2.7
5303568,Accommodation services,Serbia,2021,12,3.5 d
5303569,Accommodation services,Sweden,2021,12,21.4
5303570,Accommodation services,Slovenia,2021,12,3.6 u
5303571,Accommodation services,Slovakia,2021,12,2.5
5307198,All-items HICP,Albania,2022,01,3.8 d
5307199,All-items HICP,Austria,2022,01,4.5
5307200,All-items HICP,Belgium,2022,01,8.5
5307201,All-items HICP,Bulgaria,2022,01,7.7
5307202,All-items HICP,Switzerland,2022,01,1.4
5307203,All-items HICP,Cyprus,2022,01,5.0
5307205,All-items HICP,Germany,2022,01,5.1
5307206,All-items HICP,Denmark,2022,01,4.9
5307210,All-items HICP,Estonia,2022,01,11.0
5307212,All-items HICP,Greece,2022,01,5.5
5307213,All-items HICP,Spain,2022,01,6.2
5307217,All-items HICP,Finland,2022,01,4.1
5307218,All-items HICP,France,2022,01,3.3
5307219,All-items HICP,Croatia,2022,01,5.5
5307220,All-items HICP,Hungary,2022,01,7.9
5307221,All-items HICP,Ireland,2022,01,5.0
5307222,All-items HICP,Iceland,2022,01,4.3
5307223,All-items HICP,Italy,2022,01,5.1
5307224,All-items HICP,Lithuania,2022,01,12.3
5307225,All-items HICP,Luxembourg,2022,01,4.6
5307226,All-items HICP,Latvia,2022,01,7.5
5307227,All-items HICP,Montenegro,2022,01,5.5 d
5307228,All-items HICP,North Macedonia,2022,01,6.7 d
5307229,All-items HICP,Malta,2022,01,4.1
5307230,All-items HICP,Netherlands,2022,01,7.6
5307231,All-items HICP,Norway,2022,01,3.1
5307232,All-items HICP,Poland,2022,01,8.7
5307233,All-items HICP,Portugal,2022,01,3.4
5307234,All-items HICP,Romania,2022,01,7.2
5307235,All-items HICP,Serbia,2022,01,8.3 d
5307236,All-items HICP,Sweden,2022,01,3.9
5307237,All-items HICP,Slovenia,2022,01,6.0
5307238,All-items HICP,Slovakia,2022,01,7.7
5307243,Food and non-alcoholic beverages,Albania,2022,01,7.1 d
5307244,Food and non-alcoholic beverages,Austria,2022,01,4.9
5307245,Food and non-alcoholic beverages,Belgium,2022,01,2.5
5307246,Food and non-alcoholic beverages,Bulgaria,2022,01,10.5
5307247,Food and non-alcoholic beverages,Switzerland,2022,01,-1.5
5307248,Food and non-alcoholic beverages,Cyprus,2022,01,4.8
5307250,Food and non-alcoholic beverages,Germany,2022,01,4.7
5307251,Food and non-alcoholic beverages,Denmark,2022,01,4.0
5307255,Food and non-alcoholic beverages,Estonia,2022,01,8.9
5307257,Food and non-alcoholic beverages,Greece,2022,01,5.3
5307258,Food and non-alcoholic beverages,Spain,2022,01,4.7
5307262,Food and non-alcoholic beverages,Finland,2022,01,3.2
5307263,Food and non-alcoholic beverages,France,2022,01,1.7
5307264,Food and non-alcoholic beverages,Croatia,2022,01,9.4
5307265,Food and non-alcoholic beverages,Hungary,2022,01,10.1
5307266,Food and non-alcoholic beverages,Ireland,2022,01,2.2
5307267,Food and non-alcoholic beverages,Iceland,2022,01,3.6
5307268,Food and non-alcoholic beverages,Italy,2022,01,3.8
5307269,Food and non-alcoholic beverages,Lithuania,2022,01,12.4
5307270,Food and non-alcoholic beverages,Luxembourg,2022,01,2.8
5307271,Food and non-alcoholic beverages,Latvia,2022,01,8.8
5307272,Food and non-alcoholic beverages,Montenegro,2022,01,11.0 d
5307273,Food and non-alcoholic beverages,North Macedonia,2022,01,9.0 d
5307274,Food and non-alcoholic beverages,Malta,2022,01,6.9
5307275,Food and non-alcoholic beverages,Netherlands,2022,01,4.4
5307276,Food and non-alcoholic beverages,Norway,2022,01,-1.7
5307277,Food and non-alcoholic beverages,Poland,2022,01,8.9
5307278,Food and non-alcoholic beverages,Portugal,2022,01,3.7
5307279,Food and non-alcoholic beverages,Romania,2022,01,7.5
5307280,Food and non-alcoholic beverages,Serbia,2022,01,13.7 d
5307281,Food and non-alcoholic beverages,Sweden,2022,01,2.2
5307282,Food and non-alcoholic beverages,Slovenia,2022,01,4.6
5307283,Food and non-alcoholic beverages,Slovakia,2022,01,8.1
5310285,"Alcoholic beverages, tobacco and narcotics",Albania,2022,01,1.3 d
5310286,"Alcoholic beverages, tobacco and narcotics",Austria,2022,01,2.1
5310287,"Alcoholic beverages, tobacco and narcotics",Belgium,2022,01,7.7
5310288,"Alcoholic beverages, tobacco and narcotics",Bulgaria,2022,01,1.5
5310289,"Alcoholic beverages, tobacco and narcotics",Switzerland,2022,01,0.9
5310290,"Alcoholic beverages, tobacco and narcotics",Cyprus,2022,01,0.9
5310292,"Alcoholic beverages, tobacco and narcotics",Germany,2022,01,3.4
5310293,"Alcoholic beverages, tobacco and narcotics",Denmark,2022,01,-0.3
5310297,"Alcoholic beverages, tobacco and narcotics",Estonia,2022,01,3.4
5310299,"Alcoholic beverages, tobacco and narcotics",Greece,2022,01,-0.2
5310300,"Alcoholic beverages, tobacco and narcotics",Spain,2022,01,1.6
5310304,"Alcoholic beverages, tobacco and narcotics",Finland,2022,01,2.6
5310305,"Alcoholic beverages, tobacco and narcotics",France,2022,01,0.1
5310306,"Alcoholic beverages, tobacco and narcotics",Croatia,2022,01,5.5
5310307,"Alcoholic beverages, tobacco and narcotics",Hungary,2022,01,7.2
5310308,"Alcoholic beverages, tobacco and narcotics",Ireland,2022,01,8.5
5310309,"Alcoholic beverages, tobacco and narcotics",Iceland,2022,01,2.8
5310310,"Alcoholic beverages, tobacco and narcotics",Italy,2022,01,0.2
5310311,"Alcoholic beverages, tobacco and narcotics",Lithuania,2022,01,7.0
5310312,"Alcoholic beverages, tobacco and narcotics",Luxembourg,2022,01,1.4
5310313,"Alcoholic beverages, tobacco and narcotics",Latvia,2022,01,2.5
5310314,"Alcoholic beverages, tobacco and narcotics",Montenegro,2022,01,2.6 d
5310315,"Alcoholic beverages, tobacco and narcotics",North Macedonia,2022,01,2.1 d
5310316,"Alcoholic beverages, tobacco and narcotics",Malta,2022,01,0.5
5310317,"Alcoholic beverages, tobacco and narcotics",Netherlands,2022,01,3.3
5310318,"Alcoholic beverages, tobacco and narcotics",Norway,2022,01,1.7
5310319,"Alcoholic beverages, tobacco and narcotics",Poland,2022,01,3.3
5310320,"Alcoholic beverages, tobacco and narcotics",Portugal,2022,01,1.1
5310321,"Alcoholic beverages, tobacco and narcotics",Romania,2022,01,6.0
5310322,"Alcoholic beverages, tobacco and narcotics",Serbia,2022,01,6.7 d
5310323,"Alcoholic beverages, tobacco and narcotics",Sweden,2022,01,0.8
5310324,"Alcoholic beverages, tobacco and narcotics",Slovenia,2022,01,2.3
5310325,"Alcoholic beverages, tobacco and narcotics",Slovakia,2022,01,9.3
5310330,Alcoholic beverages,Albania,2022,01,1.0 d
5310331,Alcoholic beverages,Austria,2022,01,3.0
5310332,Alcoholic beverages,Belgium,2022,01,1.4
5310333,Alcoholic beverages,Bulgaria,2022,01,4.8
5310334,Alcoholic beverages,Switzerland,2022,01,0.1
5310335,Alcoholic beverages,Cyprus,2022,01,0.9
5310337,Alcoholic beverages,Germany,2022,01,1.7
5310338,Alcoholic beverages,Denmark,2022,01,1.7
5310342,Alcoholic beverages,Estonia,2022,01,2.9
5310344,Alcoholic beverages,Greece,2022,01,-0.7
5310345,Alcoholic beverages,Spain,2022,01,0.4
5310349,Alcoholic beverages,Finland,2022,01,0.7
5310350,Alcoholic beverages,France,2022,01,0.3
5310351,Alcoholic beverages,Croatia,2022,01,3.2
5310352,Alcoholic beverages,Hungary,2022,01,3.3
5310353,Alcoholic beverages,Ireland,2022,01,8.8
5310354,Alcoholic beverages,Iceland,2022,01,2.5
5310355,Alcoholic beverages,Italy,2022,01,-0.7
5310356,Alcoholic beverages,Lithuania,2022,01,7.7
5310357,Alcoholic beverages,Luxembourg,2022,01,0.3
5310358,Alcoholic beverages,Latvia,2022,01,1.7
5310359,Alcoholic beverages,Montenegro,2022,01,3.6 d
5310360,Alcoholic beverages,North Macedonia,2022,01,3.7 d
5310361,Alcoholic beverages,Malta,2022,01,1.5
5310362,Alcoholic beverages,Netherlands,2022,01,4.6
5310363,Alcoholic beverages,Norway,2022,01,1.2
5310364,Alcoholic beverages,Poland,2022,01,4.7
5310365,Alcoholic beverages,Portugal,2022,01,0.1
5310366,Alcoholic beverages,Romania,2022,01,4.0
5310367,Alcoholic beverages,Serbia,2022,01,6.8 d
5310368,Alcoholic beverages,Sweden,2022,01,0.3
5310369,Alcoholic beverages,Slovenia,2022,01,1.8
5310370,Alcoholic beverages,Slovakia,2022,01,3.5
5314948,Health,Albania,2022,01,-0.4 d
5314949,Health,Austria,2022,01,2.4
5314950,Health,Belgium,2022,01,1.4
5314951,Health,Bulgaria,2022,01,1.2
5314952,Health,Switzerland,2022,01,-0.6
5314953,Health,Cyprus,2022,01,0.9
5314955,Health,Germany,2022,01,0.8
5314956,Health,Denmark,2022,01,0.9
5314960,Health,Estonia,2022,01,5.0
5314962,Health,Greece,2022,01,-0.1
5314963,Health,Spain,2022,01,0.9
5314967,Health,Finland,2022,01,0.3
5314968,Health,France,2022,01,0.2
5314969,Health,Croatia,2022,01,0.2
5314970,Health,Hungary,2022,01,5.5
5314971,Health,Ireland,2022,01,0.5
5314972,Health,Iceland,2022,01,1.7
5314973,Health,Italy,2022,01,0.6
5314974,Health,Lithuania,2022,01,5.0
5314975,Health,Luxembourg,2022,01,3.1
5314976,Health,Latvia,2022,01,3.8
5314977,Health,Montenegro,2022,01,1.8 d
5314978,Health,North Macedonia,2022,01,3.2 d
5314979,Health,Malta,2022,01,1.5
5314980,Health,Netherlands,2022,01,1.9
5314981,Health,Norway,2022,01,2.4
5314982,Health,Poland,2022,01,3.6
5314983,Health,Portugal,2022,01,0.9
5314984,Health,Romania,2022,01,3.2
